Washington Park	(0, 3) 
Bond St & Bergen St	(1, 2) 
E 84 St & 3 Ave	(3, 2) 
E 55 St & 3 Ave	(6, 4) 
Jackson Ave & 46 Rd	(7, 4) 
48 Ave & 5 St	(3, 1) 
Carroll St & 5 Ave	(1, 2) 
Lispenard St & Broadway	(170, 154) 
Nassau Ave & Russell St	(6, 8) 
Madison Ave & E 82 St	(6, 6) 
W 47 St & 10 Ave	(4, 5) 
Devoe St & Lorimer St	(2, 0) 
Sterling Pl & Bedford Ave	(0, 1) 
Frederick Douglass Blvd & W 112 St	(2, 0) 
Washington Pl & 6 Ave	(1, 1) 
Broadway & W 37 St	(4, 13) 
W 26 St & 10 Ave	(6, 10) 
E 81 St & York Ave	(41, 70) 
N 15 St & Wythe Ave	(2, 2) 
12 St & 4 Ave	(1, 1) 
W 18 St & 9 Ave	(12, 2) 
Fulton St & Broadway	(17, 13) 
Cadman Plaza E & Red Cross Pl	(6, 3) 
Hanson Pl & Ashland Pl	(5, 3) 
Meserole Ave & Manhattan Ave	(5, 6) 
Queens Plaza North & Crescent St	(6, 2) 
Prospect Park West & 8 St	(0, 4) 
E 68 St & 3 Ave	(2, 1) 
Greenpoint Ave & Manhattan Ave	(7, 4) 
E 89 St & York Ave	(2, 4) 
E 102 St & 1 Ave	(1, 1) 
Vernon Blvd & 47 Rd	(0, 3) 
11 Ave & W 59 St	(8, 14) 
Front St & Maiden Ln	(6, 8) 
E 16 St & Irving Pl	(10, 7) 
Lenox Ave & W 130 St	(0, 1) 
W 59 St & 10 Ave	(5, 3) 
W 45 St & 8 Ave	(7, 5) 
E 19 St & 3 Ave	(11, 8) 
Bank St & Washington St	(6, 4) 
Central Park S & 6 Ave	(5, 7) 
3 St & 7 Ave	(40, 46) 
Fulton St & William St	(5, 3) 
Laight St & Hudson St	(3, 2) 
E 43 St & 2 Ave	(5, 4) 
Monroe St & Classon Ave	(1, 1) 
1 Ave & E 16 St	(21, 12) 
Douglass St & 3 Ave	(2, 1) 
Grand St & Elizabeth St	(9, 16) 
Milton St & Franklin St	(16, 13) 
E 55 St & 2 Ave	(7, 6) 
Barrow St & Hudson St	(15, 10) 
Nassau St & Navy St	(1, 1) 
Columbia St & Kane St	(1, 1) 
W 50 St & 9 Ave	(4, 5) 
Peck Slip & Front St	(12, 8) 
7 Ave & Central Park South	(2, 6) 
5 Ave & E 29 St	(5, 5) 
Leonard St & Church St	(5, 9) 
West St & Chambers St	(25, 36) 
45 Rd & 11 St	(2, 2) 
E 2 St & Avenue B	(6, 4) 
Roebling St & N 4 St	(1, 1) 
W 31 St & 7 Ave	(6, 4) 
Lexington Ave & E 127 St	(0, 1) 
W 21 St & 6 Ave	(16, 25) 
8 Ave & W 33 St	(10, 10) 
Cleveland Pl & Spring St	(25, 14) 
Duane St & Greenwich St	(7, 4) 
E 31 St & 3 Ave	(8, 6) 
Wolcott St & Dwight St	(1, 0) 
W 43 St & 6 Ave	(13, 5) 
Division St & Bowery	(6, 6) 
Clinton Ave & Myrtle Ave	(71, 78) 
W 63 St & Broadway	(7, 3) 
Central Park West & W 68 St	(7, 3) 
E 39 St & 2 Ave	(13, 8) 
Columbus Ave & W 95 St	(1, 3) 
Broadway & 12 St	(0, 1) 
E 67 St & Park Ave	(2, 3) 
S Portland Ave & Hanson Pl	(1, 1) 
Bialystoker Pl & Delancey St	(4, 3) 
E 47 St & 1 Ave	(1, 3) 
1 Ave & E 68 St	(10, 7) 
Suydam St & Knickerbocker Ave	(0, 1) 
Clinton St & Centre St	(1, 0) 
E 48 St & 5 Ave	(4, 9) 
Broadway & W 41 St	(12, 14) 
South St & Whitehall St	(3, 3) 
W 42 St & 8 Ave	(8, 12) 
Broadway & Roebling St	(2, 1) 
Broadway & W 32 St	(1, 0) 
Jay St & York St	(3, 1) 
Lexington Ave & E 26 St	(8, 10) 
Willoughby Ave & Tompkins Ave	(0, 1) 
E 25 St & 1 Ave	(2, 6) 
E 93 St & 2 Ave	(2, 2) 
University Pl & E 8 St	(9, 8) 
Warren St & Court St	(1, 3) 
St James Pl & Oliver St	(4, 1) 
Lafayette St & Jersey St	(14, 19) 
McKibbin St & Bogart St	(3, 1) 
W Broadway & Spring Street	(12, 10) 
Division Ave & Marcy Ave	(2, 0) 
3 St & Prospect Park West	(2, 1) 
Myrtle Ave & Lewis Ave	(0, 1) 
W 120 St & Claremont Ave	(1, 1) 
Franklin St & Dupont St	(4, 2) 
Monroe St & Bedford Ave	(1, 0) 
Cedar St & Myrtle Ave	(1, 0) 
5 Ave & E 78 St	(7, 3) 
Carroll St & Smith St	(2, 2) 
W 52 St & 11 Ave	(5, 4) 
North Moore St & Greenwich St	(47, 44) 
Broadway & Berry St	(15, 10) 
W 27 St & 10 Ave	(13, 11) 
W 41 St & 8 Ave	(14, 13) 
W 34 St & 11 Ave	(14, 16) 
Columbus Ave & W 103 St	(0, 1) 
E 6 St & Avenue B	(5, 8) 
E 118 St & 1 Ave	(1, 2) 
2 Ave & E 72 St	(9, 7) 
Myrtle Ave & Marcy Ave	(0, 1) 
Amsterdam Ave & W 119 St	(1, 0) 
W 22 St & 10 Ave	(14, 9) 
W 26 St & 8 Ave	(13, 10) 
6 Ave & Broome St	(9, 9) 
8 Ave & W 52 St	(4, 8) 
Broadway & W 51 St	(7, 12) 
W 84 St & Broadway	(1, 3) 
Cathedral Pkwy & Broadway	(0, 1) 
1 Ave & E 44 St	(11, 6) 
W 24 St & 7 Ave	(6, 8) 
Lexington Ave & E 111 St	(0, 1) 
Fulton St & Waverly Ave	(4, 1) 
Avenue C & E 18 St	(3, 9) 
W 53 St & 10 Ave	(5, 9) 
Stanton St & Mangin St	(2, 1) 
1 Ave & E 18 St	(162, 175) 
E 15 St & 3 Ave	(16, 21) 
Bus Slip & State St	(8, 7) 
Union Ave & N 12 St	(3, 3) 
Riverside Dr & W 72 St	(4, 5) 
34 Ave & 13 St	(1, 1) 
W 20 St & 7 Ave	(9, 11) 
Emerson Pl & Myrtle Ave	(2, 2) 
6 St & 7 Ave	(0, 1) 
Pershing Square North	(28, 17) 
Clinton St & Joralemon St	(0, 1) 
W 33 St & 7 Ave	(8, 12) 
Hancock St & Bedford Ave	(1, 1) 
2 Ave & E 96 St	(5, 1) 
E 43 St & 5 Ave	(7, 3) 
Hudson St & Reade St	(6, 6) 
Market St & Cherry St	(1, 3) 
Dean St & Hoyt St	(1, 0) 
47 Ave & 31 St	(2, 4) 
W 67 St & Broadway	(7, 8) 
E 74 St & 1 Ave	(3, 6) 
Metropolitan Ave & Meeker Ave	(3, 7) 
Degraw St & Hoyt St	(2, 2) 
Eastern Pkwy & Washington Ave	(3, 1) 
6 Ave & Canal St	(12, 14) 
Plaza St West & Flatbush Ave	(2, 2) 
3 Ave & Carroll St	(1, 0) 
W 87 St & Amsterdam Ave	(1, 1) 
India St & West St	(3, 5) 
W 88 St & West End Ave	(1, 3) 
Franklin Ave & Myrtle Ave	(1, 0) 
E 78 St & 2 Ave	(0, 1) 
Marcy Ave & Lafayette Ave	(0, 1) 
W 27 St & 7 Ave	(12, 11) 
W 15 St & 6 Ave	(11, 2) 
Van Brunt St & Van Dyke St	(1, 1) 
Franklin St & W Broadway	(6, 7) 
E 109 St & 3 Ave	(0, 1) 
Grand Army Plaza & Central Park S	(7, 8) 
Greene Av & Myrtle Av	(0, 1) 
E 30 St & Park Ave S	(8, 3) 
Lexington Ave & E 63 St	(6, 3) 
Driggs Ave & Lorimer St	(3, 4) 
Pacific St & Classon Ave	(1, 3) 
Carlton Ave & Flushing Ave	(2, 2) 
Hicks St & Montague St	(1, 9) 
Washington Ave & Greene Ave	(1, 2) 
W 38 St & 8 Ave	(12, 10) 
W 84 St & Columbus Ave	(6, 3) 
S 3 St & Bedford Ave	(14, 4) 
Pioneer St & Richards St	(0, 2) 
Underhill Ave & Pacific St	(20, 32) 
East End Ave & E 86 St	(0, 2) 
Cooper Square & Astor Pl	(12, 11) 
Clinton St & Grand St	(10, 7) 
Atlantic Ave & Fort Greene Pl	(5, 3) 
E 20 St & FDR Drive	(16, 26) 
Lincoln Pl & Classon Ave	(1, 1) 
Lafayette Ave & Classon Ave	(0, 1) 
7 Ave & Park Pl	(12, 3) 
1 Ave & E 78 St	(137, 167) 
E 41 St & Madison Ave	(5, 4) 
Huron St & Franklin St	(5, 10) 
Pacific St & Nevins St	(1, 0) 
E 20 St & Park Ave	(20, 11) 
W 42 St & Dyer Ave	(3, 9) 
Lafayette Ave & St James Pl	(5, 2) 
E 65 St & 2 Ave	(4, 4) 
Duffield St & Willoughby St	(7, 9) 
E 81 St & 3 Ave	(6, 5) 
Maiden Ln & Pearl St	(6, 6) 
John St & William St	(13, 11) 
10 St & 7 Ave	(1, 0) 
Murray St & West St	(151, 153) 
9 Ave & W 28 St	(5, 4) 
W 104 St & Amsterdam Ave	(0, 1) 
E 118 St & Park Ave	(0, 1) 
9 Ave & W 45 St	(4, 4) 
W 43 St & 10 Ave	(153, 166) 
Cliff St & Fulton St	(8, 7) 
E 2 St & Avenue C	(102, 127) 
Pleasant Ave & E 116 St	(0, 1) 
Kosciuszko St & Tompkins Ave	(1, 1) 
Centre St & Chambers St	(22, 14) 
Stagg St & Union Ave	(0, 4) 
Union Ave & Jackson St	(0, 1) 
1 Ave & E 62 St	(11, 6) 
Myrtle Ave & St Edwards St	(3, 2) 
44 Dr & Jackson Ave	(2, 3) 
Eckford St & Engert Ave	(0, 1) 
Berkeley Pl & 6 Ave	(1, 0) 
E 12 St & 3 Ave	(18, 11) 
Division Av & Hooper St	(1, 0) 
Degraw St & Smith St	(2, 1) 
Pier 40 - Hudson River Park	(12, 23) 
Lafayette St & E 8 St	(20, 16) 
4 Ave & 9 St	(1, 0) 
Forsyth St & Broome St	(13, 11) 
Nassau Ave & Newell St	(4, 6) 
Cherry St	(2, 1) 
Mercer St & Bleecker St	(13, 10) 
5 Ave & E 63 St	(5, 4) 
E 39 St & 3 Ave	(5, 6) 
Park Pl & Franklin Ave	(0, 1) 
W 20 St & 8 Ave	(4, 7) 
Broadway & W 56 St	(11, 9) 
Murray St & Greenwich St	(9, 9) 
W 16 St & The High Line	(8, 13) 
Suffolk St & Stanton St	(122, 138) 
E 97 St & Madison Ave	(1, 0) 
Wyckoff St & Bond St	(1, 0) 
14 St & 5 Ave	(1, 2) 
E 2 St & 2 Ave	(7, 14) 
Clinton Ave & Flushing Ave	(3, 4) 
27 St & Hunter St	(2, 0) 
Johnson St & Gold St	(3, 7) 
W 35 St & Dyer Ave	(4, 6) 
Little West St & 1 Pl	(19, 21) 
Pershing Square South	(8, 6) 
Schermerhorn St & Bond St	(5, 1) 
Willoughby Ave & Walworth St	(1, 0) 
Greenwich St & W Houston St	(13, 13) 
E 25 St & 2 Ave	(8, 10) 
3 Ave & E 62 St	(4, 4) 
Liberty St & Broadway	(13, 7) 
E 11 St & Avenue B	(7, 9) 
South St & Gouverneur Ln	(15, 11) 
Columbia St & Degraw St	(1, 2) 
6 Ave & W 33 St	(2, 1) 
W 13 St & 7 Ave	(6, 8) 
Avenue D & E 12 St	(2, 2) 
E 23 St & 1 Ave	(206, 222) 
W 25 St & 6 Ave	(5, 7) 
E 11 St & 1 Ave	(150, 167) 
W 4 St & 7 Ave S	(11, 7) 
FDR Drive & E 35 St	(14, 15) 
Butler St & Court St	(2, 4) 
E 10 St & Avenue A	(10, 13) 
Tompkins Ave & Hopkins St	(0, 1) 
Avenue D & E 8 St	(4, 3) 
Central Park W & W 96 St	(1, 1) 
Graham Ave & Conselyea St	(1, 0) 
Vernon Blvd & 41 Rd	(1, 1) 
1 Pl & Clinton St	(0, 2) 
Putnam Ave & Nostrand Ave	(1, 0) 
Fulton St & Grand Ave	(0, 2) 
E 59 St & Madison Ave	(106, 101) 
Fulton St & Utica Ave	(1, 0) 
E 33 St & 5 Ave	(5, 8) 
W 37 St & 10 Ave	(9, 6) 
Madison St & Montgomery St	(3, 4) 
Grand St & Havemeyer St	(2, 1) 
Willoughby Ave & Hall St	(1, 3) 
Grand Ave & Bergen St	(0, 1) 
Dean St & 4 Ave	(3, 3) 
E 9 St & Avenue C	(6, 8) 
Amsterdam Ave & W 66 St	(2, 6) 
Christopher St & Greenwich St	(25, 18) 
1 Ave & E 30 St	(5, 10) 
Broadway & W 25 St	(2, 8) 
W 11 St & 6 Ave	(7, 4) 
46 Ave & 5 St	(12, 11) 
44 Dr & 21 St	(1, 2) 
Carmine St & 6 Ave	(17, 25) 
DeKalb Ave & Hudson Ave	(6, 4) 
Broadway & W 53 St	(3, 6) 
Harrison St & Hudson St	(6, 9) 
Metropolitan Ave & Bedford Ave	(5, 5) 
Verona Pl & Fulton St	(0, 1) 
White St & Moore St	(0, 1) 
Pike St & E Broadway	(1, 2) 
W 22 St & 8 Ave	(5, 3) 
W 44 St & 5 Ave	(12, 7) 
E 58 St &  1 Ave (NW Corner)	(7, 2) 
E 5 St & Avenue C	(7, 11) 
Bergen St & Vanderbilt Ave	(2, 0) 
S 4 St & Rodney St	(0, 1) 
W 116 St & Amsterdam Ave	(3, 0) 
W 70 St & Amsterdam Ave	(4, 7) 
Wyckoff St & 3 Ave	(2, 0) 
Watts St & Greenwich St	(15, 9) 
3 St & 3 Ave	(2, 1) 
3 Ave & E 95 St	(1, 0) 
Columbus Ave & W 72 St	(7, 2) 
Barclay St & Church St	(17, 14) 
DeKalb Ave & Franklin Ave	(0, 1) 
State St & Smith St	(5, 4) 
12 Ave & W 40 St	(19, 26) 
Prospect Pl & 6 Ave	(0, 1) 
N 12 St & Bedford Ave	(4, 3) 
Lafayette Ave & Fort Greene Pl	(4, 5) 
W 46 St & 11 Ave	(6, 7) 
Pierrepont St & Monroe Pl	(0, 3) 
Concord St & Bridge St	(2, 0) 
Smith St & 9 St	(1, 0) 
Leonard St & Nassau Ave	(2, 3) 
3 St & Hoyt St	(3, 1) 
5 Ave & E 103 St	(1, 2) 
W 90 St & Amsterdam Ave	(0, 1) 
Bedford Ave & Bergen St	(1, 0) 
W 64 St & Thelonious Monk Circle	(119, 103) 
Henry St & Atlantic Ave	(4, 6) 
Rivington St & Ridge St	(2, 3) 
W 15 St & 7 Ave	(11, 2) 
Lewis Ave & Madison St	(1, 0) 
E 17 St & Broadway	(23, 25) 
5 Ave & E 93 St	(1, 2) 
3 Ave & Schermerhorn St	(2, 1) 
Allen St & Stanton St	(14, 18) 
W 18 St & 6 Ave	(13, 10) 
43 St & Broadway	(0, 1) 
Vernon Blvd & 50 Ave	(113, 103) 
Pearl St & Hanover Square	(5, 5) 
Central Park West & W 85 St	(1, 2) 
W 74 St & Columbus Ave	(0, 2) 
34 Ave & 38 St	(1, 1) 
Driggs Ave & N Henry St	(3, 5) 
14 St & 7 Ave	(1, 0) 
Centre St & Worth St	(3, 8) 
George St & Wilson Ave	(0, 4) 
1 Ave & E 94 St	(2, 0) 
E 58 St & Madison Ave	(4, 0) 
Canal St & Rutgers St	(7, 9) 
Avenue D & E 3 St	(6, 8) 
E 55 St & Lexington Ave	(3, 7) 
Allen St & Hester St	(9, 7) 
MacDougal St & Prince St	(11, 8) 
Smith St & 3 St	(1, 0) 
West Drive & Prospect Park West	(4, 2) 
Nostrand Ave & Myrtle Ave	(1, 0) 
S 5 Pl & S 5 St	(5, 2) 
E 60 St & York Ave	(1, 2) 
E 20 St & 2 Ave	(8, 2) 
7 St & 5 Ave	(1, 3) 
E 53 St & 3 Ave	(5, 3) 
Union Ave & Wallabout St	(0, 1) 
Central Park West & W 76 St	(7, 3) 
Mott St & Prince St	(8, 9) 
E 58 St & 3 Ave	(4, 7) 
St Marks Pl & 2 Ave	(8, 6) 
Park Ave & E 124 St	(2, 3) 
E 91 St & Park Ave	(1, 1) 
E 116 St & 2 Ave	(2, 1) 
E 81 St & 2 Ave	(1, 3) 
3 Ave & E 71 St	(2, 1) 
Madison St & Clinton St	(3, 2) 
E 68 St & Madison Ave	(1, 2) 
Atlantic Ave & Furman St	(2, 2) 
Old Fulton St	(0, 2) 
Broadway & Battery Pl	(26, 16) 
1 Ave & E 110 St	(1, 0) 
W 13 St & 5 Ave	(14, 8) 
West End Ave & W 94 St	(1, 2) 
W 54 St & 9 Ave	(4, 2) 
W 76 St & Columbus Ave	(2, 3) 
Front St & Gold St	(1, 5) 
W 116 St & Broadway	(1, 2) 
Underhill Ave & Lincoln Pl	(1, 2) 
Rogers Ave & Sterling St	(1, 0) 
E 10 St & 5 Ave	(4, 5) 
E 85 St & York Ave	(0, 2) 
W 113 St & Broadway	(0, 1) 
E 77 St & 3 Ave	(6, 10) 
Riverside Blvd & W 67 St	(3, 9) 
Carroll St & Bond St	(3, 2) 
E 75 St & 3 Ave	(6, 2) 
5 Ave & E 88 St	(3, 6) 
E 91 St & 2 Ave	(6, 5) 
Bergen St & Flatbush Ave	(2, 3) 
E 33 St & 1 Ave	(11, 15) 
E 88 St & 1 Ave	(3, 2) 
Congress St & Clinton St	(1, 2) 
Amsterdam Ave & W 82 St	(1, 3) 
St Johns Pl & Washington Ave	(0, 1) 
W 49 St & 8 Ave	(2, 5) 
E 106 St & 1 Ave	(0, 1) 
W 100 St & Manhattan Ave	(0, 2) 
Graham Ave & Herbert St	(0, 1) 
Pitt St & Stanton St	(4, 0) 
DeKalb Ave & Vanderbilt Ave	(0, 1) 
W 89 St & Columbus Ave	(4, 5) 
E 16 St & 5 Ave	(13, 9) 
Broadway & W 60 St	(14, 18) 
11 Ave & W 41 St	(5, 8) 
Broadway & E 14 St	(28, 17) 
Greenwich Ave & Charles St	(11, 8) 
Broadway & W 29 St	(11, 6) 
E 11 St & 2 Ave	(6, 4) 
W 16 St & 8 Ave	(12, 11) 
Baltic St & 5 Ave	(2, 2) 
10 Hudson Yards	(1, 1) 
W 106 St & Central Park West	(1, 0) 
N 11 St & Kent Ave	(3, 4) 
21 St & 36 Ave	(0, 1) 
Henry St & W 9 St	(0, 1) 
8 Ave & W 31 St	(24, 23) 
Lawrence St & Willoughby St	(3, 5) 
E 48 St & 3 Ave	(4, 1) 
E 76 St & Park Ave	(6, 2) 
W 56 St & 10 Ave	(7, 3) 
Cambridge Pl & Gates Ave	(1, 0) 
Driggs Ave & N 9 St	(3, 0) 
Lefferts Pl & Franklin Ave	(2, 0) 
E 4 St & 2 Ave	(8, 6) 
Sullivan St & Washington Sq	(7, 7) 
Lexington Ave & E 29 St	(6, 10) 
Richardson St & N Henry St	(1, 0) 
Leonard St & Maujer St	(3, 0) 
William St & Pine St	(13, 10) 
Court St & State St	(4, 6) 
Washington St & Gansevoort St	(12, 10) 
Vesey Pl & River Terrace	(260, 241) 
5 St & Market St	(1, 0) 
LaGuardia Pl & W 3 St	(19, 13) 
E 51 St & 1 Ave	(5, 2) 
Adam Clayton Powell Blvd & W 126 St	(1, 0) 
Bergen St & Smith St	(4, 5) 
Great Jones St	(23, 25) 
5 St & 51 Ave	(1, 0) 
Center Blvd & 51 Ave	(4, 1) 
Carroll St & Columbia St	(0, 1) 
Dean St & Franklin Ave	(0, 1) 
