Washington Park	(3, 2) 
W 52 St & 5 Ave	(3, 2) 
Clinton St & 4 Place	(0, 3) 
40 Ave & Crescent St	(0, 1) 
Bank St & Hudson St	(209, 200) 
W 106 St & Amsterdam Ave	(1, 2) 
Clark St & Henry St	(0, 5) 
President St & Henry St	(0, 2) 
W 100 St & Broadway	(3, 1) 
Riverside Dr & W 104 St	(7, 7) 
W 37 St & 5 Ave	(1, 5) 
6 Ave & 9 St	(1, 0) 
Lenox Ave & W 126 St	(0, 1) 
E 47 St & 2 Ave	(4, 5) 
Washington Pl & Broadway	(9, 6) 
Central Park West & W 72 St	(0, 2) 
E 114 St & 1 Ave	(0, 1) 
South End Ave & Liberty St	(39, 45) 
E 12 St & 4 Av	(8, 12) 
E 58 St & 1 Ave (NE Corner)	(2, 3) 
Greenwich Ave & 8 Ave	(16, 15) 
Broadway & W 49 St	(5, 7) 
E 53 St & Madison Ave	(3, 3) 
Montrose Ave & Bushwick Ave	(4, 2) 
Bond St & Fulton St	(11, 8) 
9 Ave & W 18 St	(7, 3) 
Mercer St & Spring St	(9, 8) 
Pike St & Monroe St	(5, 7) 
Cadman Plaza West & Montague St	(2, 3) 
W 20 St & 11 Ave	(36, 22) 
Berry St & N 8 St	(1, 2) 
Perry St & Bleecker St	(16, 2) 
5 Ave & E 73 St	(12, 9) 
E 45 St & 3 Ave	(4, 0) 
Eastern Pkwy & Franklin Ave	(5, 1) 
Central Park North & Adam Clayton Powell Blvd	(4, 0) 
W 17 St & 8 Ave	(7, 11) 
E 52 St & 2 Ave	(7, 4) 
MacDougal St & Washington Sq	(7, 6) 
S 4 St & Wythe Ave	(12, 25) 
E 82 St & East End Ave	(3, 1) 
19 St & 24 Ave	(1, 0) 
E 24 St & Park Ave S	(6, 10) 
Old Slip & Front St	(13, 1) 
Center Blvd & 48 Ave	(9, 2) 
Clermont Ave & Park Ave	(2, 2) 
E 89 St & 3 Ave	(4, 1) 
Union St & 4 Ave	(4, 3) 
Knickerbocker Ave & George St	(1, 1) 
Willoughby Ave & Wyckoff Ave	(2, 0) 
E 47 St & Park Ave	(5, 4) 
E 7 St & Avenue A	(16, 19) 
McGuinness Blvd & Eagle St	(17, 17) 
Columbia St & Rivington St	(1, 1) 
Allen St & Rivington St	(22, 10) 
Graham Ave & Grand St	(1, 2) 
Central Park West & W 100 St	(1, 3) 
Mt Morris Park W & W 120 St	(1, 1) 
St. Nicholas Ave & W 126 St	(1, 0) 
E 118 St & 3 Ave	(0, 1) 
Hope St & Union Ave	(2, 2) 
Willoughby St & Fleet St	(11, 8) 
Catherine St & Monroe St	(3, 3) 
Kane St & Clinton St	(1, 2) 
W 45 St & 6 Ave	(6, 2) 
2 Ave & E 31 St	(5, 9) 
Boerum St & Broadway	(4, 2) 
Jay St & Tech Pl	(2, 5) 
10 St & 5 Ave	(1, 3) 
Garfield Pl & 8 Ave	(3, 2) 
Rivington St & Chrystie St	(15, 8) 
Lewis Ave & Kosciuszko St	(2, 0) 
Flushing Ave & Vanderbilt Ave	(1, 3) 
Riverside Dr & W 91 St	(6, 3) 
11 Ave & W 27 St	(34, 28) 
E 6 St & Avenue D	(12, 6) 
Berkeley Pl & 7 Ave	(3, 4) 
E 84 St & Park Ave	(3, 3) 
3 Ave & E 72 St	(2, 2) 
Prospect Pl & Underhill Ave	(2, 1) 
E 84 St & 1 Ave	(8, 8) 
Fulton St & Clermont Ave	(1, 0) 
E 51 St & Lexington Ave	(48, 46) 
W 15 St & 10 Ave	(227, 239) 
Union St & Bedford Ave	(3, 2) 
Gansevoort St & Hudson St	(9, 16) 
Wythe Ave & Metropolitan Ave	(6, 14) 
E 2 St & Avenue A	(11, 14) 
Bedford Ave & Nassau Ave	(4, 12) 
West Thames St	(18, 20) 
Bond St & Bergen St	(1, 1) 
E 84 St & 3 Ave	(13, 10) 
Amsterdam Ave & W 125 St	(5, 0) 
Jackson Ave & 46 Rd	(3, 1) 
48 Ave & 5 St	(4, 2) 
Carroll St & 5 Ave	(1, 3) 
Lispenard St & Broadway	(137, 148) 
Nassau Ave & Russell St	(0, 5) 
Madison Ave & E 82 St	(4, 5) 
Lenox Ave & W 115 St	(1, 2) 
Devoe St & Lorimer St	(6, 0) 
Front St & Washington St	(6, 1) 
W 47 St & 10 Ave	(7, 7) 
Sterling Pl & Bedford Ave	(1, 0) 
Halsey St & Tompkins Ave	(1, 0) 
Frederick Douglass Blvd & W 112 St	(0, 2) 
Washington Pl & 6 Ave	(3, 7) 
Broadway & W 37 St	(6, 9) 
W 26 St & 10 Ave	(2, 2) 
E 81 St & York Ave	(72, 57) 
N 15 St & Wythe Ave	(2, 3) 
12 St & 4 Ave	(0, 1) 
Fulton St & Broadway	(9, 8) 
Cadman Plaza E & Red Cross Pl	(2, 2) 
Hanson Pl & Ashland Pl	(4, 5) 
Meserole Ave & Manhattan Ave	(5, 4) 
Henry St & Middagh St	(2, 5) 
Queens Plaza North & Crescent St	(2, 3) 
Prospect Park West & 8 St	(1, 4) 
E 68 St & 3 Ave	(1, 2) 
Greenpoint Ave & Manhattan Ave	(4, 6) 
Central Ave & Flushing Ave	(0, 1) 
E 89 St & York Ave	(4, 2) 
Vernon Blvd & 47 Rd	(2, 0) 
E 102 St & 1 Ave	(0, 2) 
11 Ave & W 59 St	(6, 11) 
Front St & Maiden Ln	(10, 2) 
E 16 St & Irving Pl	(6, 7) 
Lenox Ave & W 130 St	(0, 1) 
W 59 St & 10 Ave	(3, 1) 
W 45 St & 8 Ave	(1, 10) 
E 19 St & 3 Ave	(1, 7) 
Bank St & Washington St	(0, 7) 
Central Park S & 6 Ave	(5, 5) 
3 St & 7 Ave	(74, 79) 
Laight St & Hudson St	(8, 3) 
Fulton St & William St	(7, 5) 
E 43 St & 2 Ave	(1, 2) 
Monroe St & Classon Ave	(0, 1) 
1 Ave & E 16 St	(19, 8) 
Douglass St & 3 Ave	(0, 3) 
Grand St & Elizabeth St	(13, 15) 
Milton St & Franklin St	(10, 11) 
E 115 St & Lexington Ave	(1, 0) 
Barrow St & Hudson St	(16, 13) 
Nassau St & Navy St	(3, 3) 
Columbia St & Kane St	(1, 1) 
Richards St & Delavan St	(1, 2) 
W 50 St & 9 Ave	(9, 7) 
Peck Slip & Front St	(22, 11) 
7 Ave & Central Park South	(8, 1) 
5 Ave & E 29 St	(3, 11) 
Leonard St & Church St	(6, 5) 
West St & Chambers St	(39, 57) 
45 Rd & 11 St	(2, 2) 
E 2 St & Avenue B	(4, 3) 
Roebling St & N 4 St	(3, 1) 
W 31 St & 7 Ave	(8, 12) 
Lexington Ave & E 127 St	(0, 2) 
Lewis Ave & Decatur St	(0, 1) 
8 Ave & W 33 St	(10, 10) 
Cleveland Pl & Spring St	(17, 15) 
Duane St & Greenwich St	(6, 10) 
E 31 St & 3 Ave	(7, 8) 
Wolcott St & Dwight St	(1, 1) 
W 43 St & 6 Ave	(7, 9) 
Division St & Bowery	(7, 10) 
Clinton Ave & Myrtle Ave	(91, 99) 
W 63 St & Broadway	(3, 13) 
Central Park West & W 68 St	(4, 12) 
E 39 St & 2 Ave	(12, 8) 
Columbus Ave & W 95 St	(4, 1) 
Graham Ave & Withers St	(1, 2) 
Broadway & 12 St	(0, 1) 
E 67 St & Park Ave	(1, 0) 
S Portland Ave & Hanson Pl	(3, 5) 
Park Ave & Marcus Garvey Blvd	(1, 1) 
Bialystoker Pl & Delancey St	(5, 1) 
E 47 St & 1 Ave	(0, 3) 
1 Ave & E 68 St	(9, 12) 
Suydam St & Knickerbocker Ave	(1, 5) 
Clinton St & Centre St	(0, 2) 
Columbia St & Lorraine St	(0, 2) 
E 48 St & 5 Ave	(2, 3) 
South St & Whitehall St	(18, 6) 
Broadway & Roebling St	(6, 3) 
W 42 St & 8 Ave	(8, 7) 
Broadway & W 41 St	(6, 3) 
Jay St & York St	(2, 8) 
2 Ave & E 122 St	(1, 0) 
Lexington Ave & E 26 St	(18, 8) 
Willoughby Ave & Tompkins Ave	(0, 2) 
E 25 St & 1 Ave	(3, 1) 
E 93 St & 2 Ave	(3, 2) 
University Pl & E 8 St	(12, 7) 
Warren St & Court St	(0, 3) 
Knickerbocker Ave & Thames St	(1, 0) 
St James Pl & Oliver St	(1, 4) 
Lafayette St & Jersey St	(12, 16) 
McKibbin St & Bogart St	(1, 4) 
E 103 St & Lexington Ave	(1, 0) 
W Broadway & Spring Street	(18, 15) 
Schermerhorn St & Court St	(0, 5) 
3 St & Prospect Park West	(5, 7) 
Myrtle Ave & Lewis Ave	(7, 0) 
Court St & Nelson St	(1, 0) 
W 120 St & Claremont Ave	(0, 1) 
Lorimer St & Broadway	(2, 0) 
Franklin St & Dupont St	(1, 6) 
McKibbin St & Manhattan Ave	(1, 1) 
Monroe St & Bedford Ave	(3, 3) 
W 129 St & Convent Ave	(0, 1) 
Cedar St & Myrtle Ave	(2, 0) 
5 Ave & E 78 St	(7, 5) 
E 110 St & Madison Ave	(2, 1) 
Macon St & Nostrand Ave	(3, 3) 
Carroll St & Smith St	(4, 0) 
W 52 St & 11 Ave	(20, 10) 
North Moore St & Greenwich St	(17, 21) 
Broadway & Berry St	(4, 3) 
W 27 St & 10 Ave	(3, 8) 
W 41 St & 8 Ave	(8, 8) 
Bushwick Ave & Powers St	(1, 1) 
W 34 St & 11 Ave	(19, 28) 
E 6 St & Avenue B	(7, 9) 
2 Ave & E 72 St	(4, 4) 
E 97 St & 3 Ave	(0, 1) 
W 22 St & 10 Ave	(13, 20) 
W 26 St & 8 Ave	(10, 5) 
6 Ave & Broome St	(9, 11) 
8 Ave & W 52 St	(3, 2) 
Carroll St & Washington Ave	(1, 0) 
Broadway & W 51 St	(2, 4) 
W 84 St & Broadway	(4, 2) 
Cathedral Pkwy & Broadway	(1, 1) 
1 Ave & E 44 St	(8, 7) 
W 24 St & 7 Ave	(6, 6) 
Fulton St & Waverly Ave	(3, 3) 
Avenue C & E 18 St	(6, 8) 
W 53 St & 10 Ave	(8, 4) 
Stanton St & Mangin St	(4, 7) 
1 Ave & E 18 St	(186, 185) 
E 15 St & 3 Ave	(13, 23) 
University Pl & E 14 St	(8, 12) 
Bus Slip & State St	(6, 12) 
Union Ave & N 12 St	(2, 3) 
Riverside Dr & W 72 St	(10, 9) 
W 20 St & 7 Ave	(5, 18) 
6 St & 7 Ave	(1, 2) 
Emerson Pl & Myrtle Ave	(2, 0) 
Pershing Square North	(8, 13) 
Clinton St & Joralemon St	(0, 1) 
Hancock St & Bedford Ave	(2, 1) 
W 33 St & 7 Ave	(8, 10) 
2 Ave & E 96 St	(2, 3) 
E 43 St & 5 Ave	(1, 2) 
Bayard St & Leonard St	(3, 2) 
Hudson St & Reade St	(12, 5) 
E 106 St & Lexington Ave	(1, 0) 
Market St & Cherry St	(1, 4) 
Dean St & Hoyt St	(0, 2) 
E 74 St & 1 Ave	(8, 2) 
W 67 St & Broadway	(11, 8) 
Metropolitan Ave & Meeker Ave	(9, 3) 
Degraw St & Hoyt St	(3, 2) 
Eastern Pkwy & Washington Ave	(3, 1) 
6 Ave & Canal St	(10, 8) 
Plaza St West & Flatbush Ave	(1, 2) 
3 Ave & Carroll St	(2, 1) 
W 87 St & Amsterdam Ave	(2, 1) 
India St & West St	(3, 3) 
E 78 St & 2 Ave	(5, 5) 
W 88 St & West End Ave	(3, 2) 
Franklin Ave & Myrtle Ave	(2, 2) 
Marcy Ave & Lafayette Ave	(2, 0) 
W 27 St & 7 Ave	(4, 4) 
W 15 St & 6 Ave	(8, 3) 
Franklin St & W Broadway	(2, 4) 
Van Brunt St & Van Dyke St	(0, 1) 
Greene Av & Myrtle Av	(3, 0) 
Grand Army Plaza & Central Park S	(6, 9) 
Central Ave & Starr Street	(0, 4) 
E 30 St & Park Ave S	(3, 3) 
Kent Ave & S 11 St	(6, 3) 
Humboldt St & Varet St	(0, 1) 
Lexington Ave & E 63 St	(4, 2) 
Driggs Ave & Lorimer St	(7, 2) 
Hicks St & Montague St	(4, 6) 
Carlton Ave & Flushing Ave	(1, 1) 
Washington Ave & Greene Ave	(3, 5) 
W 38 St & 8 Ave	(3, 11) 
W 84 St & Columbus Ave	(2, 2) 
S 3 St & Bedford Ave	(8, 5) 
Douglass St & 4 Ave	(0, 2) 
Underhill Ave & Pacific St	(60, 47) 
East End Ave & E 86 St	(1, 0) 
Adam Clayton Powell Blvd & W 115 St	(1, 1) 
Cooper Square & Astor Pl	(15, 12) 
Clinton St & Grand St	(12, 13) 
Atlantic Ave & Fort Greene Pl	(4, 3) 
E 20 St & FDR Drive	(9, 8) 
Lincoln Pl & Classon Ave	(2, 0) 
Lafayette Ave & Classon Ave	(1, 3) 
7 Ave & Park Pl	(12, 7) 
1 Ave & E 78 St	(180, 147) 
E 41 St & Madison Ave	(3, 2) 
36 Ave & 10 St	(0, 1) 
Huron St & Franklin St	(11, 2) 
Pacific St & Nevins St	(0, 1) 
E 20 St & Park Ave	(11, 13) 
W 42 St & Dyer Ave	(6, 8) 
Lafayette Ave & St James Pl	(2, 5) 
E 65 St & 2 Ave	(1, 5) 
Duffield St & Willoughby St	(3, 3) 
E 81 St & 3 Ave	(2, 5) 
Yankee Ferry Terminal	(0, 2) 
Maiden Ln & Pearl St	(2, 3) 
John St & William St	(2, 4) 
10 St & 7 Ave	(2, 0) 
Murray St & West St	(97, 126) 
W 104 St & Amsterdam Ave	(3, 0) 
9 Ave & W 28 St	(10, 7) 
9 Ave & W 45 St	(6, 7) 
W 43 St & 10 Ave	(156, 162) 
Cliff St & Fulton St	(3, 10) 
Crown St & Bedford Ave	(1, 0) 
E 2 St & Avenue C	(132, 111) 
Pleasant Ave & E 116 St	(3, 2) 
Stockholm St & Wilson Ave	(1, 0) 
Frost St & Meeker Ave	(1, 0) 
Kosciuszko St & Tompkins Ave	(0, 1) 
Centre St & Chambers St	(17, 13) 
Stagg St & Union Ave	(6, 1) 
Union Ave & Jackson St	(4, 2) 
1 Ave & E 62 St	(12, 9) 
Myrtle Ave & St Edwards St	(1, 0) 
44 Dr & Jackson Ave	(0, 1) 
Eckford St & Engert Ave	(3, 1) 
Berkeley Pl & 6 Ave	(1, 0) 
E 12 St & 3 Ave	(5, 9) 
Division Av & Hooper St	(2, 0) 
Degraw St & Smith St	(0, 3) 
Pier 40 - Hudson River Park	(28, 23) 
Lafayette St & E 8 St	(12, 8) 
4 Ave & 9 St	(1, 0) 
Forsyth St & Broome St	(10, 16) 
Nassau Ave & Newell St	(0, 3) 
Cherry St	(6, 6) 
Mercer St & Bleecker St	(12, 11) 
5 Ave & E 63 St	(3, 4) 
E 39 St & 3 Ave	(6, 8) 
Park Pl & Franklin Ave	(2, 0) 
W 20 St & 8 Ave	(8, 9) 
Murray St & Greenwich St	(11, 11) 
W 16 St & The High Line	(5, 12) 
Suffolk St & Stanton St	(146, 151) 
E 97 St & Madison Ave	(1, 1) 
Wyckoff St & Bond St	(0, 1) 
14 St & 5 Ave	(1, 1) 
E 2 St & 2 Ave	(21, 22) 
27 St & Hunter St	(7, 1) 
Clinton Ave & Flushing Ave	(0, 5) 
Johnson St & Gold St	(1, 3) 
W 35 St & Dyer Ave	(8, 0) 
Little West St & 1 Pl	(47, 28) 
Pershing Square South	(2, 4) 
Schermerhorn St & Bond St	(6, 4) 
Willoughby Ave & Walworth St	(3, 1) 
Greenwich St & W Houston St	(8, 7) 
E 25 St & 2 Ave	(8, 11) 
3 Ave & E 62 St	(3, 1) 
Liberty St & Broadway	(9, 7) 
Central Park West & W 102 St	(1, 1) 
E 11 St & Avenue B	(9, 2) 
South St & Gouverneur Ln	(27, 16) 
Columbia St & Degraw St	(3, 0) 
W 92 St & Broadway	(0, 2) 
37 Ave & 35 St	(3, 1) 
W 13 St & 7 Ave	(7, 11) 
Avenue D & E 12 St	(2, 3) 
E 23 St & 1 Ave	(167, 159) 
W 25 St & 6 Ave	(7, 9) 
Newton Rd & 44 St	(1, 0) 
Ditmars Blvd & 19 St	(0, 1) 
E 11 St & 1 Ave	(237, 225) 
W 4 St & 7 Ave S	(13, 12) 
FDR Drive & E 35 St	(5, 14) 
Butler St & Court St	(2, 0) 
E 10 St & Avenue A	(10, 16) 
Tompkins Ave & Hopkins St	(0, 1) 
Avenue D & E 8 St	(6, 7) 
Graham Ave & Conselyea St	(3, 2) 
Vernon Blvd & 41 Rd	(4, 1) 
Adelphi St & Myrtle Ave	(3, 2) 
Fulton St & Grand Ave	(1, 3) 
E 59 St & Madison Ave	(70, 76) 
Fulton St & Utica Ave	(1, 1) 
W 37 St & 10 Ave	(10, 7) 
Madison St & Montgomery St	(1, 3) 
Grand St & Havemeyer St	(10, 4) 
Willoughby Ave & Hall St	(5, 2) 
Grand Ave & Bergen St	(1, 2) 
Dean St & 4 Ave	(4, 4) 
E 9 St & Avenue C	(10, 13) 
Amsterdam Ave & W 66 St	(6, 2) 
6 Ave & 12 St	(2, 2) 
Christopher St & Greenwich St	(23, 33) 
1 Ave & E 30 St	(10, 9) 
Broadway & W 25 St	(7, 10) 
W 11 St & 6 Ave	(7, 9) 
46 Ave & 5 St	(16, 10) 
44 Dr & 21 St	(1, 1) 
Carmine St & 6 Ave	(21, 36) 
DeKalb Ave & Hudson Ave	(5, 4) 
Broadway & W 53 St	(5, 5) 
Hart St & Wyckoff Ave	(0, 1) 
Harrison St & Hudson St	(9, 8) 
Bushwick Ave & McKibbin St	(3, 2) 
31 St & Hoyt Ave N	(1, 0) 
Metropolitan Ave & Bedford Ave	(5, 6) 
2 Ave & E 104 St	(0, 2) 
Verona Pl & Fulton St	(0, 3) 
White St & Moore St	(1, 1) 
Pike St & E Broadway	(8, 5) 
W 22 St & 8 Ave	(6, 16) 
W 44 St & 5 Ave	(3, 3) 
E 58 St &  1 Ave (NW Corner)	(5, 1) 
Kent Ave & N 7 St	(15, 11) 
E 5 St & Avenue C	(10, 4) 
Scholes St & Manhattan Ave	(3, 2) 
S 4 St & Rodney St	(3, 2) 
Bergen St & Vanderbilt Ave	(1, 8) 
W 70 St & Amsterdam Ave	(6, 4) 
Wyckoff St & 3 Ave	(2, 1) 
Marcus Garvey Blvd & Macon St	(0, 2) 
Watts St & Greenwich St	(12, 16) 
3 Ave & E 95 St	(1, 0) 
3 St & 3 Ave	(3, 2) 
Columbus Ave & W 72 St	(14, 10) 
Barclay St & Church St	(8, 5) 
E 123 St & Lexington Ave	(0, 1) 
DeKalb Ave & Franklin Ave	(4, 4) 
State St & Smith St	(1, 1) 
Prospect Pl & 6 Ave	(1, 1) 
12 Ave & W 40 St	(49, 44) 
N 12 St & Bedford Ave	(6, 6) 
Madison Ave & E 120 St	(1, 0) 
Powers St & Olive St	(1, 1) 
Lafayette Ave & Fort Greene Pl	(4, 2) 
W 46 St & 11 Ave	(11, 14) 
Pierrepont St & Monroe Pl	(0, 1) 
Concord St & Bridge St	(3, 5) 
Leonard St & Nassau Ave	(4, 0) 
5 Ave & E 103 St	(2, 1) 
W 90 St & Amsterdam Ave	(7, 1) 
Bedford Ave & Bergen St	(1, 5) 
W 64 St & Thelonious Monk Circle	(131, 117) 
Henry St & Atlantic Ave	(3, 2) 
Rivington St & Ridge St	(7, 6) 
W 15 St & 7 Ave	(15, 3) 
Lewis Ave & Madison St	(1, 0) 
E 17 St & Broadway	(38, 28) 
5 Ave & E 93 St	(2, 0) 
3 Ave & Schermerhorn St	(4, 1) 
Allen St & Stanton St	(7, 11) 
W 18 St & 6 Ave	(12, 10) 
43 St & Broadway	(0, 1) 
Vernon Blvd & 50 Ave	(95, 110) 
Pearl St & Hanover Square	(4, 3) 
Central Park West & W 85 St	(2, 10) 
W 74 St & Columbus Ave	(2, 3) 
Driggs Ave & N Henry St	(3, 3) 
14 St & 7 Ave	(1, 3) 
Centre St & Worth St	(6, 4) 
George St & Wilson Ave	(1, 0) 
1 Ave & E 94 St	(3, 2) 
Canal St & Rutgers St	(7, 10) 
Avenue D & E 3 St	(3, 4) 
E 55 St & Lexington Ave	(2, 4) 
Allen St & Hester St	(12, 9) 
MacDougal St & Prince St	(19, 9) 
Smith St & 3 St	(4, 0) 
3 Ave & 14 St	(1, 0) 
West Drive & Prospect Park West	(8, 6) 
Nostrand Ave & Myrtle Ave	(1, 0) 
S 5 Pl & S 5 St	(18, 18) 
E 60 St & York Ave	(1, 9) 
E 20 St & 2 Ave	(9, 13) 
7 St & 5 Ave	(0, 2) 
E 53 St & 3 Ave	(8, 6) 
39 St & 2 Ave - Citi Bike HQ at Industry City	(1, 0) 
Brooklyn Bridge Park - Pier 2	(1, 7) 
Central Park West & W 76 St	(2, 3) 
Mott St & Prince St	(11, 6) 
E 58 St & 3 Ave	(4, 8) 
St Marks Pl & 2 Ave	(8, 12) 
Park Ave & E 124 St	(1, 0) 
E 91 St & Park Ave	(1, 0) 
E 116 St & 2 Ave	(2, 1) 
E 81 St & 2 Ave	(4, 9) 
3 Ave & E 71 St	(0, 1) 
Madison St & Clinton St	(6, 4) 
E 68 St & Madison Ave	(2, 3) 
Atlantic Ave & Furman St	(7, 5) 
Old Fulton St	(3, 1) 
Broadway & Battery Pl	(7, 14) 
1 Ave & E 110 St	(0, 1) 
W 13 St & 5 Ave	(7, 4) 
West End Ave & W 94 St	(3, 0) 
W 54 St & 9 Ave	(8, 4) 
Front St & Gold St	(1, 4) 
W 76 St & Columbus Ave	(0, 2) 
W 116 St & Broadway	(1, 1) 
Underhill Ave & Lincoln Pl	(6, 8) 
Rogers Ave & Sterling St	(1, 2) 
E 10 St & 5 Ave	(7, 5) 
E 85 St & York Ave	(1, 1) 
E 77 St & 3 Ave	(3, 4) 
31 Ave & 34 St	(1, 0) 
Riverside Blvd & W 67 St	(15, 8) 
Carroll St & Bond St	(1, 2) 
5 Ave & E 88 St	(4, 5) 
E 75 St & 3 Ave	(2, 6) 
E 91 St & 2 Ave	(4, 9) 
Bergen St & Flatbush Ave	(4, 7) 
E 33 St & 1 Ave	(3, 12) 
E 88 St & 1 Ave	(4, 11) 
Congress St & Clinton St	(4, 3) 
Amsterdam Ave & W 82 St	(1, 6) 
St Johns Pl & Washington Ave	(4, 3) 
W 49 St & 8 Ave	(5, 3) 
Waterbury St & Stagg St	(0, 1) 
W 100 St & Manhattan Ave	(1, 2) 
Graham Ave & Herbert St	(0, 1) 
Pitt St & Stanton St	(1, 0) 
Sigourney St & Columbia St	(4, 0) 
DeKalb Ave & Vanderbilt Ave	(3, 6) 
Franklin Ave & St Marks Ave	(1, 2) 
W 89 St & Columbus Ave	(2, 2) 
Broadway & E 14 St	(23, 21) 
Broadway & W 60 St	(22, 21) 
E 16 St & 5 Ave	(11, 12) 
11 Ave & W 41 St	(7, 4) 
Greenwich Ave & Charles St	(6, 12) 
Broadway & W 29 St	(5, 11) 
E 11 St & 2 Ave	(5, 12) 
Baltic St & 5 Ave	(1, 1) 
Steinway St & 23 Ave	(0, 1) 
W 106 St & Central Park West	(2, 0) 
N 11 St & Kent Ave	(3, 6) 
Dwight St & Van Dyke St	(0, 1) 
8 Ave & W 31 St	(16, 15) 
Franklin Ave & Empire Blvd	(1, 4) 
Lawrence St & Willoughby St	(8, 11) 
E 48 St & 3 Ave	(5, 0) 
E 76 St & Park Ave	(2, 3) 
Cambridge Pl & Gates Ave	(2, 1) 
W 56 St & 10 Ave	(3, 3) 
Driggs Ave & N 9 St	(4, 2) 
Lefferts Pl & Franklin Ave	(0, 1) 
E 4 St & 2 Ave	(16, 9) 
Sullivan St & Washington Sq	(8, 7) 
Lexington Ave & E 29 St	(0, 5) 
Richardson St & N Henry St	(4, 1) 
Leonard St & Maujer St	(2, 0) 
William St & Pine St	(2, 4) 
Court St & State St	(3, 2) 
Washington St & Gansevoort St	(15, 14) 
24 St & 41 Ave	(1, 1) 
Vesey Pl & River Terrace	(280, 295) 
LaGuardia Pl & W 3 St	(6, 16) 
E 51 St & 1 Ave	(3, 5) 
Monroe St & Tompkins Ave	(0, 1) 
Bergen St & Smith St	(8, 3) 
5 St & 51 Ave	(1, 1) 
Great Jones St	(11, 14) 
Center Blvd & 51 Ave	(7, 5) 
Carroll St & Columbia St	(0, 1) 
Dean St & Franklin Ave	(1, 3) 
Kingston Ave & Herkimer St	(3, 2) 
