Washington Park	(4, 2) 
Lispenard St & Broadway	(221, 223) 
Nassau Ave & Russell St	(3, 7) 
Madison Ave & E 82 St	(3, 5) 
Front St & Washington St	(7, 10) 
W 47 St & 10 Ave	(4, 5) 
Devoe St & Lorimer St	(4, 1) 
Sterling Pl & Bedford Ave	(0, 2) 
Frederick Douglass Blvd & W 112 St	(0, 1) 
Washington Pl & 6 Ave	(19, 13) 
Broadway & W 37 St	(3, 8) 
W 26 St & 10 Ave	(12, 13) 
2 Ave & E 99 St	(1, 0) 
E 81 St & York Ave	(76, 63) 
N 15 St & Wythe Ave	(2, 2) 
Fulton St & Broadway	(20, 13) 
Hanson Pl & Ashland Pl	(9, 6) 
Cadman Plaza E & Red Cross Pl	(5, 5) 
Meserole Ave & Manhattan Ave	(4, 7) 
Henry St & Middagh St	(0, 1) 
Queens Plaza North & Crescent St	(3, 2) 
E 68 St & 3 Ave	(2, 2) 
Greenpoint Ave & Manhattan Ave	(3, 11) 
Central Ave & Flushing Ave	(1, 0) 
E 89 St & York Ave	(6, 4) 
Vernon Blvd & 47 Rd	(1, 0) 
E 102 St & 1 Ave	(2, 4) 
11 Ave & W 59 St	(10, 12) 
Front St & Maiden Ln	(9, 7) 
E 16 St & Irving Pl	(17, 12) 
Lenox Ave & W 130 St	(0, 3) 
W 59 St & 10 Ave	(6, 14) 
W 45 St & 8 Ave	(11, 2) 
E 19 St & 3 Ave	(7, 10) 
Bank St & Washington St	(14, 13) 
Central Park S & 6 Ave	(6, 10) 
3 St & 7 Ave	(75, 60) 
Fulton St & William St	(8, 3) 
Laight St & Hudson St	(2, 3) 
E 43 St & 2 Ave	(6, 2) 
Monroe St & Classon Ave	(1, 1) 
1 Ave & E 16 St	(30, 20) 
Douglass St & 3 Ave	(2, 3) 
Grand St & Elizabeth St	(21, 26) 
Milton St & Franklin St	(9, 12) 
Barrow St & Hudson St	(13, 13) 
Nassau St & Navy St	(1, 0) 
Stuyvesant Walk & 1 Av Loop	(1, 2) 
Columbia St & Kane St	(3, 3) 
Peck Slip & Front St	(8, 14) 
W 50 St & 9 Ave	(6, 10) 
7 Ave & Central Park South	(4, 4) 
5 Ave & E 29 St	(14, 13) 
West St & Chambers St	(27, 29) 
Leonard St & Church St	(7, 8) 
E 2 St & Avenue B	(13, 19) 
Roebling St & N 4 St	(0, 2) 
W 31 St & 7 Ave	(13, 17) 
35 Ave & 10 St	(0, 1) 
Lexington Ave & E 127 St	(1, 0) 
W 21 St & 6 Ave	(15, 15) 
Cleveland Pl & Spring St	(24, 18) 
Duane St & Greenwich St	(9, 3) 
E 31 St & 3 Ave	(10, 8) 
Wolcott St & Dwight St	(0, 1) 
Division St & Bowery	(9, 9) 
Clinton Ave & Myrtle Ave	(77, 79) 
W 63 St & Broadway	(9, 7) 
Central Park West & W 68 St	(4, 6) 
E 39 St & 2 Ave	(15, 13) 
Columbus Ave & W 95 St	(3, 3) 
Bushwick Ave & Stagg St	(1, 0) 
Graham Ave & Withers St	(0, 3) 
Broadway & 12 St	(0, 1) 
E 67 St & Park Ave	(2, 0) 
S Portland Ave & Hanson Pl	(0, 2) 
Park Ave & Marcus Garvey Blvd	(1, 0) 
Bialystoker Pl & Delancey St	(4, 2) 
E 47 St & 1 Ave	(4, 6) 
1 Ave & E 68 St	(4, 5) 
E 48 St & 5 Ave	(9, 6) 
Broadway & W 41 St	(10, 15) 
South St & Whitehall St	(10, 13) 
W 42 St & 8 Ave	(10, 8) 
Broadway & Roebling St	(6, 4) 
Jay St & York St	(2, 7) 
2 Ave & E 122 St	(1, 1) 
Willoughby Ave & Tompkins Ave	(3, 0) 
Lexington Ave & E 26 St	(5, 12) 
E 25 St & 1 Ave	(4, 7) 
E 93 St & 2 Ave	(2, 1) 
University Pl & E 8 St	(14, 3) 
Warren St & Court St	(2, 3) 
St James Pl & Oliver St	(9, 7) 
Knickerbocker Ave & Thames St	(1, 0) 
Lafayette St & Jersey St	(25, 30) 
McKibbin St & Bogart St	(1, 1) 
W Broadway & Spring Street	(9, 12) 
Schermerhorn St & Court St	(4, 1) 
3 St & Prospect Park West	(0, 4) 
Myrtle Ave & Lewis Ave	(2, 1) 
Court St & Nelson St	(1, 1) 
W 120 St & Claremont Ave	(0, 1) 
Lorimer St & Broadway	(0, 1) 
Franklin St & Dupont St	(5, 12) 
E 102 St & Park Ave	(1, 0) 
Monroe St & Bedford Ave	(2, 1) 
Cedar St & Myrtle Ave	(0, 1) 
5 Ave & E 78 St	(5, 4) 
Carroll St & Smith St	(4, 4) 
W 52 St & 11 Ave	(11, 7) 
North Moore St & Greenwich St	(53, 52) 
Broadway & Berry St	(13, 15) 
W 27 St & 10 Ave	(0, 1) 
W 41 St & 8 Ave	(22, 13) 
W 34 St & 11 Ave	(17, 20) 
E 6 St & Avenue B	(11, 15) 
E 118 St & 1 Ave	(1, 0) 
2 Ave & E 72 St	(7, 7) 
Myrtle Ave & Marcy Ave	(0, 1) 
E 97 St & 3 Ave	(1, 1) 
34 Ave & 21 St	(0, 1) 
W 22 St & 10 Ave	(21, 18) 
W 26 St & 8 Ave	(13, 13) 
6 Ave & Broome St	(13, 16) 
8 Ave & W 52 St	(6, 6) 
11 St & 43 Ave	(2, 0) 
Carroll St & Washington Ave	(1, 0) 
Broadway & W 51 St	(2, 6) 
W 84 St & Broadway	(3, 1) 
Cathedral Pkwy & Broadway	(2, 1) 
1 Ave & E 44 St	(15, 13) 
W 24 St & 7 Ave	(11, 10) 
Fulton St & Waverly Ave	(1, 4) 
Avenue C & E 18 St	(10, 7) 
W 53 St & 10 Ave	(6, 8) 
Stanton St & Mangin St	(1, 2) 
1 Ave & E 18 St	(204, 219) 
University Pl & E 14 St	(20, 15) 
E 15 St & 3 Ave	(9, 14) 
Bus Slip & State St	(10, 14) 
Union Ave & N 12 St	(5, 2) 
Riverside Dr & W 72 St	(8, 10) 
W 20 St & 7 Ave	(13, 10) 
34 Ave & 13 St	(1, 0) 
Emerson Pl & Myrtle Ave	(2, 4) 
Pershing Square North	(20, 19) 
Clinton St & Joralemon St	(0, 1) 
W 33 St & 7 Ave	(26, 22) 
Hancock St & Bedford Ave	(2, 1) 
2 Ave & E 96 St	(4, 0) 
E 43 St & 5 Ave	(9, 9) 
Bayard St & Leonard St	(2, 1) 
Hudson St & Reade St	(7, 10) 
Market St & Cherry St	(2, 0) 
47 Ave & 31 St	(1, 1) 
E 74 St & 1 Ave	(9, 8) 
W 67 St & Broadway	(10, 5) 
Metropolitan Ave & Meeker Ave	(4, 1) 
Degraw St & Hoyt St	(2, 1) 
6 Ave & Canal St	(12, 14) 
Eastern Pkwy & Washington Ave	(1, 2) 
Plaza St West & Flatbush Ave	(6, 1) 
W 87 St & Amsterdam Ave	(0, 2) 
India St & West St	(3, 2) 
E 78 St & 2 Ave	(2, 0) 
W 88 St & West End Ave	(2, 1) 
Franklin Ave & Myrtle Ave	(0, 1) 
Marcy Ave & Lafayette Ave	(2, 0) 
W 27 St & 7 Ave	(7, 8) 
W 15 St & 6 Ave	(12, 7) 
Franklin St & W Broadway	(10, 9) 
Van Brunt St & Van Dyke St	(0, 2) 
10 St & 2 Ave	(0, 1) 
Greene Av & Myrtle Av	(1, 0) 
Grand Army Plaza & Central Park S	(12, 9) 
E 109 St & 3 Ave	(0, 1) 
E 30 St & Park Ave S	(5, 3) 
Kent Ave & S 11 St	(6, 4) 
Humboldt St & Varet St	(1, 3) 
Lexington Ave & E 63 St	(6, 2) 
Driggs Ave & Lorimer St	(2, 2) 
Dock 72 Way & Market St	(2, 2) 
Pacific St & Classon Ave	(0, 1) 
Hicks St & Montague St	(3, 0) 
Carlton Ave & Flushing Ave	(0, 1) 
Washington Ave & Greene Ave	(0, 3) 
W 38 St & 8 Ave	(12, 12) 
Douglass St & 4 Ave	(3, 2) 
S 3 St & Bedford Ave	(38, 27) 
W 84 St & Columbus Ave	(3, 0) 
Underhill Ave & Pacific St	(47, 43) 
East End Ave & E 86 St	(3, 4) 
Sharon St & Olive St	(0, 1) 
Frederick Douglass Blvd & W 129 St	(0, 1) 
Cooper Square & Astor Pl	(12, 16) 
Clinton St & Grand St	(7, 13) 
Atlantic Ave & Fort Greene Pl	(2, 12) 
E 20 St & FDR Drive	(24, 28) 
Lincoln Pl & Classon Ave	(1, 1) 
Lafayette Ave & Classon Ave	(2, 3) 
7 Ave & Park Pl	(12, 14) 
1 Ave & E 78 St	(171, 170) 
E 41 St & Madison Ave	(5, 5) 
36 Ave & 10 St	(0, 1) 
Huron St & Franklin St	(6, 17) 
Pacific St & Nevins St	(2, 3) 
E 20 St & Park Ave	(11, 13) 
W 42 St & Dyer Ave	(10, 1) 
Lafayette Ave & St James Pl	(3, 2) 
E 65 St & 2 Ave	(1, 4) 
Duffield St & Willoughby St	(5, 7) 
E 81 St & 3 Ave	(6, 5) 
Maiden Ln & Pearl St	(7, 6) 
John St & William St	(3, 7) 
10 St & 7 Ave	(2, 3) 
Murray St & West St	(129, 128) 
9 Ave & W 28 St	(15, 14) 
W 104 St & Amsterdam Ave	(0, 2) 
9 Ave & W 45 St	(9, 8) 
W 43 St & 10 Ave	(210, 209) 
Cliff St & Fulton St	(10, 12) 
Crown St & Bedford Ave	(0, 3) 
E 2 St & Avenue C	(161, 166) 
Pleasant Ave & E 116 St	(0, 3) 
Stockholm St & Wilson Ave	(0, 1) 
Frost St & Meeker Ave	(4, 0) 
Centre St & Chambers St	(19, 14) 
Stagg St & Union Ave	(3, 3) 
Union Ave & Jackson St	(1, 1) 
1 Ave & E 62 St	(5, 8) 
Myrtle Ave & St Edwards St	(6, 4) 
44 Dr & Jackson Ave	(3, 3) 
Eckford St & Engert Ave	(0, 1) 
E 12 St & 3 Ave	(15, 7) 
Division Av & Hooper St	(0, 1) 
Degraw St & Smith St	(3, 2) 
Pier 40 - Hudson River Park	(21, 19) 
Lafayette St & E 8 St	(10, 15) 
Forsyth St & Broome St	(11, 10) 
Nassau Ave & Newell St	(1, 2) 
Cherry St	(3, 2) 
Mercer St & Bleecker St	(15, 10) 
5 Ave & E 63 St	(1, 1) 
E 39 St & 3 Ave	(10, 12) 
Park Pl & Franklin Ave	(1, 0) 
W 20 St & 8 Ave	(6, 12) 
Broadway & W 56 St	(8, 14) 
Murray St & Greenwich St	(17, 11) 
W 16 St & The High Line	(4, 7) 
Suffolk St & Stanton St	(161, 156) 
E 97 St & Madison Ave	(2, 1) 
14 St & 5 Ave	(1, 1) 
Columbia St & W 9 St	(0, 1) 
E 2 St & 2 Ave	(11, 17) 
Clinton Ave & Flushing Ave	(1, 1) 
27 St & Hunter St	(0, 2) 
Johnson St & Gold St	(7, 4) 
W 35 St & Dyer Ave	(7, 4) 
Little West St & 1 Pl	(23, 18) 
Pershing Square South	(4, 4) 
Schermerhorn St & Bond St	(3, 3) 
Madison Ave & E 99 St	(2, 3) 
Greene Ave & Nostrand Ave	(0, 2) 
Willoughby Ave & Walworth St	(1, 1) 
Greenwich St & W Houston St	(27, 18) 
E 25 St & 2 Ave	(10, 12) 
3 Ave & E 62 St	(1, 6) 
Liberty St & Broadway	(15, 11) 
E 11 St & Avenue B	(12, 19) 
South St & Gouverneur Ln	(11, 15) 
Columbia St & Degraw St	(1, 0) 
W 92 St & Broadway	(1, 3) 
W 13 St & 7 Ave	(9, 4) 
Avenue D & E 12 St	(1, 5) 
E 23 St & 1 Ave	(235, 228) 
W 25 St & 6 Ave	(10, 15) 
Newton Rd & 44 St	(1, 0) 
48 Ave & 30 Pl	(0, 1) 
E 11 St & 1 Ave	(186, 199) 
FDR Drive & E 35 St	(18, 14) 
Butler St & Court St	(1, 2) 
E 10 St & Avenue A	(14, 12) 
Tompkins Ave & Hopkins St	(0, 1) 
Avenue D & E 8 St	(5, 7) 
Adam Clayton Powell Blvd & W 118 St	(0, 1) 
Central Park W & W 96 St	(4, 1) 
1 Pl & Clinton St	(2, 1) 
Adelphi St & Myrtle Ave	(2, 4) 
Graham Ave & Conselyea St	(1, 0) 
Vernon Blvd & 41 Rd	(0, 2) 
Fulton St & Grand Ave	(2, 2) 
E 59 St & Madison Ave	(105, 104) 
Fulton St & Utica Ave	(0, 2) 
E 33 St & 5 Ave	(10, 10) 
W 37 St & 10 Ave	(11, 9) 
Madison St & Montgomery St	(7, 1) 
Grand St & Havemeyer St	(7, 4) 
Willoughby Ave & Hall St	(2, 1) 
Dean St & 4 Ave	(4, 4) 
E 9 St & Avenue C	(10, 16) 
Amsterdam Ave & W 66 St	(8, 4) 
6 Ave & 12 St	(1, 0) 
Christopher St & Greenwich St	(24, 30) 
1 Ave & E 30 St	(6, 16) 
Broadway & W 25 St	(16, 9) 
W 11 St & 6 Ave	(10, 5) 
46 Ave & 5 St	(17, 13) 
44 Dr & 21 St	(2, 2) 
Carmine St & 6 Ave	(24, 23) 
DeKalb Ave & Hudson Ave	(10, 4) 
Broadway & W 53 St	(4, 3) 
Hart St & Wyckoff Ave	(0, 2) 
Harrison St & Hudson St	(9, 3) 
Metropolitan Ave & Bedford Ave	(7, 5) 
Verona Pl & Fulton St	(0, 2) 
White St & Moore St	(0, 2) 
Pike St & E Broadway	(6, 6) 
W 22 St & 8 Ave	(10, 15) 
W 44 St & 5 Ave	(7, 6) 
E 58 St &  1 Ave (NW Corner)	(7, 3) 
Kent Ave & N 7 St	(12, 22) 
E 5 St & Avenue C	(7, 4) 
Scholes St & Manhattan Ave	(2, 0) 
Bergen St & Vanderbilt Ave	(6, 5) 
S 4 St & Rodney St	(2, 1) 
27 Ave & 4 St	(1, 0) 
W 70 St & Amsterdam Ave	(6, 10) 
Marcus Garvey Blvd & Macon St	(2, 1) 
Wyckoff St & 3 Ave	(1, 3) 
Watts St & Greenwich St	(19, 19) 
3 Ave & E 95 St	(1, 1) 
3 St & 3 Ave	(5, 1) 
Columbus Ave & W 72 St	(6, 8) 
Barclay St & Church St	(29, 15) 
DeKalb Ave & Franklin Ave	(2, 1) 
State St & Smith St	(2, 1) 
12 Ave & W 40 St	(26, 33) 
Prospect Pl & 6 Ave	(1, 4) 
N 12 St & Bedford Ave	(2, 11) 
Madison Ave & E 120 St	(2, 0) 
Powers St & Olive St	(1, 0) 
Lafayette Ave & Fort Greene Pl	(4, 3) 
W 46 St & 11 Ave	(7, 12) 
Pierrepont St & Monroe Pl	(0, 2) 
Concord St & Bridge St	(2, 3) 
3 St & Hoyt St	(1, 2) 
Leonard St & Nassau Ave	(4, 4) 
5 Ave & E 103 St	(0, 1) 
W 90 St & Amsterdam Ave	(1, 4) 
Bedford Ave & Bergen St	(2, 2) 
W 64 St & Thelonious Monk Circle	(119, 120) 
Henry St & Atlantic Ave	(1, 0) 
W 15 St & 7 Ave	(13, 7) 
Rivington St & Ridge St	(11, 3) 
Lewis Ave & Madison St	(4, 0) 
E 17 St & Broadway	(7, 6) 
5 Ave & E 93 St	(1, 1) 
3 Ave & Schermerhorn St	(0, 3) 
Allen St & Stanton St	(35, 15) 
W 18 St & 6 Ave	(14, 12) 
Vernon Blvd & 50 Ave	(115, 116) 
Pearl St & Hanover Square	(6, 7) 
Central Park West & W 85 St	(4, 2) 
W 74 St & Columbus Ave	(1, 2) 
34 Ave & 38 St	(2, 0) 
Driggs Ave & N Henry St	(3, 0) 
14 St & 7 Ave	(1, 1) 
Centre St & Worth St	(3, 7) 
1 Ave & E 94 St	(1, 4) 
Canal St & Rutgers St	(17, 9) 
Avenue D & E 3 St	(5, 7) 
E 55 St & Lexington Ave	(8, 20) 
Allen St & Hester St	(11, 13) 
MacDougal St & Prince St	(13, 17) 
Smith St & 3 St	(0, 2) 
West Drive & Prospect Park West	(4, 5) 
Nostrand Ave & Myrtle Ave	(0, 1) 
S 5 Pl & S 5 St	(8, 10) 
E 60 St & York Ave	(0, 1) 
E 20 St & 2 Ave	(10, 8) 
7 St & 5 Ave	(2, 1) 
E 53 St & 3 Ave	(11, 5) 
Union Ave & Wallabout St	(2, 0) 
Central Park West & W 76 St	(4, 2) 
Brooklyn Bridge Park - Pier 2	(1, 1) 
Mott St & Prince St	(16, 14) 
E 58 St & 3 Ave	(10, 10) 
Park Ave & E 124 St	(1, 2) 
St Marks Pl & 2 Ave	(16, 12) 
E 91 St & Park Ave	(0, 1) 
E 116 St & 2 Ave	(2, 1) 
E 81 St & 2 Ave	(3, 8) 
3 Ave & E 71 St	(1, 0) 
Madison St & Clinton St	(2, 1) 
E 68 St & Madison Ave	(0, 2) 
Atlantic Ave & Furman St	(0, 3) 
Old Fulton St	(1, 5) 
Broadway & Battery Pl	(19, 9) 
1 Ave & E 110 St	(2, 2) 
W 54 St & 9 Ave	(8, 7) 
W 13 St & 5 Ave	(20, 11) 
Front St & Gold St	(4, 2) 
W 76 St & Columbus Ave	(1, 3) 
W 116 St & Broadway	(1, 0) 
Underhill Ave & Lincoln Pl	(2, 4) 
Rogers Ave & Sterling St	(1, 0) 
E 10 St & 5 Ave	(6, 8) 
E 85 St & York Ave	(5, 3) 
W 113 St & Broadway	(0, 2) 
E 77 St & 3 Ave	(10, 14) 
31 Ave & 34 St	(0, 1) 
Riverside Blvd & W 67 St	(10, 12) 
Carroll St & Bond St	(1, 1) 
E 75 St & 3 Ave	(2, 2) 
5 Ave & E 88 St	(0, 1) 
E 91 St & 2 Ave	(2, 9) 
Bergen St & Flatbush Ave	(3, 5) 
E 33 St & 1 Ave	(8, 12) 
E 88 St & 1 Ave	(1, 7) 
Congress St & Clinton St	(5, 1) 
Amsterdam Ave & W 82 St	(5, 2) 
St Johns Pl & Washington Ave	(0, 5) 
W 49 St & 8 Ave	(2, 5) 
E 106 St & 1 Ave	(0, 2) 
Waterbury St & Stagg St	(2, 0) 
W 100 St & Manhattan Ave	(0, 2) 
Graham Ave & Herbert St	(1, 0) 
Pitt St & Stanton St	(2, 2) 
DeKalb Ave & Vanderbilt Ave	(2, 1) 
W 89 St & Columbus Ave	(1, 0) 
Broadway & E 14 St	(25, 24) 
Broadway & W 60 St	(20, 13) 
11 Ave & W 41 St	(16, 10) 
E 16 St & 5 Ave	(15, 16) 
Greenwich Ave & Charles St	(14, 12) 
Broadway & W 29 St	(16, 14) 
E 11 St & 2 Ave	(5, 11) 
Baltic St & 5 Ave	(4, 1) 
10 Hudson Yards	(2, 0) 
N 11 St & Kent Ave	(4, 3) 
21 St & 36 Ave	(0, 1) 
8 Ave & W 31 St	(34, 39) 
Franklin Ave & Empire Blvd	(3, 0) 
Lawrence St & Willoughby St	(6, 10) 
E 48 St & 3 Ave	(7, 3) 
E 76 St & Park Ave	(3, 3) 
W 56 St & 10 Ave	(6, 4) 
Cambridge Pl & Gates Ave	(1, 0) 
Driggs Ave & N 9 St	(2, 0) 
Lefferts Pl & Franklin Ave	(1, 2) 
E 4 St & 2 Ave	(17, 18) 
Sullivan St & Washington Sq	(12, 16) 
Lexington Ave & E 29 St	(6, 10) 
Richardson St & N Henry St	(3, 3) 
Leonard St & Maujer St	(2, 0) 
William St & Pine St	(8, 6) 
Court St & State St	(3, 1) 
Washington St & Gansevoort St	(23, 20) 
24 St & 41 Ave	(2, 0) 
Vesey Pl & River Terrace	(296, 299) 
Broadway & W 122 St	(0, 1) 
LaGuardia Pl & W 3 St	(11, 16) 
E 51 St & 1 Ave	(8, 6) 
Monroe St & Tompkins Ave	(0, 1) 
Bergen St & Smith St	(8, 2) 
Great Jones St	(21, 21) 
5 St & 51 Ave	(0, 4) 
Center Blvd & 51 Ave	(6, 6) 
Carroll St & Columbia St	(1, 3) 
Kingston Ave & Herkimer St	(1, 1) 
