Washington Park	(0, 2) 
Bank St & Washington St	(4, 12) 
Central Park S & 6 Ave	(6, 17) 
3 St & 7 Ave	(70, 66) 
Fulton St & William St	(6, 10) 
Laight St & Hudson St	(5, 5) 
E 43 St & 2 Ave	(4, 3) 
Monroe St & Classon Ave	(1, 0) 
1 Ave & E 16 St	(22, 16) 
Douglass St & 3 Ave	(0, 1) 
Grand St & Elizabeth St	(16, 9) 
Milton St & Franklin St	(13, 12) 
E 115 St & Lexington Ave	(0, 2) 
Barrow St & Hudson St	(15, 19) 
Nassau St & Navy St	(1, 2) 
Columbia St & Kane St	(0, 1) 
Richards St & Delavan St	(0, 1) 
Peck Slip & Front St	(15, 15) 
W 50 St & 9 Ave	(6, 4) 
7 Ave & Central Park South	(8, 4) 
5 Ave & E 29 St	(10, 7) 
West St & Chambers St	(25, 29) 
Leonard St & Church St	(7, 10) 
45 Rd & 11 St	(1, 2) 
E 2 St & Avenue B	(10, 10) 
Roebling St & N 4 St	(0, 2) 
W 31 St & 7 Ave	(16, 17) 
35 Ave & 10 St	(1, 1) 
Lexington Ave & E 127 St	(0, 1) 
8 Ave & W 33 St	(20, 11) 
Cleveland Pl & Spring St	(25, 23) 
Duane St & Greenwich St	(6, 6) 
E 31 St & 3 Ave	(11, 9) 
W 43 St & 6 Ave	(14, 9) 
Division St & Bowery	(9, 9) 
Clinton Ave & Myrtle Ave	(130, 124) 
W 63 St & Broadway	(7, 8) 
Central Park West & W 68 St	(2, 3) 
E 39 St & 2 Ave	(15, 14) 
Columbus Ave & W 95 St	(3, 6) 
Bushwick Ave & Stagg St	(0, 1) 
Graham Ave & Withers St	(4, 2) 
Broadway & 12 St	(0, 1) 
E 67 St & Park Ave	(2, 3) 
S Portland Ave & Hanson Pl	(2, 2) 
Park Ave & Marcus Garvey Blvd	(2, 0) 
Bialystoker Pl & Delancey St	(2, 0) 
E 47 St & 1 Ave	(4, 8) 
1 Ave & E 68 St	(17, 6) 
Suydam St & Knickerbocker Ave	(0, 1) 
E 48 St & 5 Ave	(15, 19) 
Broadway & W 41 St	(14, 10) 
Broadway & Roebling St	(3, 2) 
W 42 St & 8 Ave	(6, 12) 
South St & Whitehall St	(5, 7) 
Jay St & York St	(5, 9) 
2 Ave & E 122 St	(0, 2) 
Lexington Ave & E 26 St	(8, 19) 
Willoughby Ave & Tompkins Ave	(1, 1) 
E 25 St & 1 Ave	(5, 5) 
E 93 St & 2 Ave	(5, 1) 
University Pl & E 8 St	(6, 5) 
Warren St & Court St	(1, 3) 
St James Pl & Oliver St	(2, 6) 
Lafayette St & Jersey St	(20, 24) 
McKibbin St & Bogart St	(1, 1) 
W Broadway & Spring Street	(15, 12) 
Schermerhorn St & Court St	(1, 2) 
3 St & Prospect Park West	(7, 5) 
Court St & Nelson St	(1, 2) 
Carroll St & Franklin Ave	(0, 1) 
Franklin St & Dupont St	(3, 11) 
McKibbin St & Manhattan Ave	(1, 0) 
E 102 St & Park Ave	(1, 0) 
Monroe St & Bedford Ave	(2, 1) 
Cedar St & Myrtle Ave	(1, 2) 
5 Ave & E 78 St	(7, 7) 
Carroll St & Smith St	(3, 1) 
Macon St & Nostrand Ave	(1, 0) 
W 52 St & 11 Ave	(4, 12) 
North Moore St & Greenwich St	(44, 55) 
Broadway & Berry St	(8, 9) 
W 27 St & 10 Ave	(9, 9) 
W 41 St & 8 Ave	(23, 9) 
Bushwick Ave & Powers St	(2, 1) 
W 34 St & 11 Ave	(16, 14) 
Columbus Ave & W 103 St	(0, 1) 
E 6 St & Avenue B	(9, 8) 
E 118 St & 1 Ave	(1, 0) 
2 Ave & E 72 St	(11, 14) 
Myrtle Ave & Marcy Ave	(0, 1) 
E 97 St & 3 Ave	(4, 3) 
W 22 St & 10 Ave	(11, 15) 
W 26 St & 8 Ave	(7, 12) 
6 Ave & Broome St	(13, 8) 
8 Ave & W 52 St	(12, 8) 
11 St & 43 Ave	(1, 0) 
Carroll St & Washington Ave	(1, 1) 
Broadway & W 51 St	(4, 5) 
W 84 St & Broadway	(1, 2) 
Cathedral Pkwy & Broadway	(1, 2) 
1 Ave & E 44 St	(9, 9) 
W 24 St & 7 Ave	(11, 11) 
Fulton St & Waverly Ave	(4, 3) 
Avenue C & E 18 St	(9, 10) 
W 53 St & 10 Ave	(2, 8) 
Stanton St & Mangin St	(3, 1) 
1 Ave & E 18 St	(227, 199) 
E 15 St & 3 Ave	(17, 15) 
University Pl & E 14 St	(14, 12) 
Bus Slip & State St	(8, 6) 
Union Ave & N 12 St	(4, 4) 
Riverside Dr & W 72 St	(3, 7) 
34 Ave & 13 St	(2, 0) 
W 20 St & 7 Ave	(8, 18) 
Emerson Pl & Myrtle Ave	(7, 1) 
6 St & 7 Ave	(2, 2) 
Pershing Square North	(22, 23) 
Clinton St & Joralemon St	(2, 1) 
W 33 St & 7 Ave	(26, 22) 
Hancock St & Bedford Ave	(1, 1) 
2 Ave & E 96 St	(4, 4) 
E 43 St & 5 Ave	(6, 4) 
Bayard St & Leonard St	(4, 1) 
Hudson St & Reade St	(5, 9) 
Market St & Cherry St	(2, 4) 
47 Ave & 31 St	(1, 2) 
Dean St & Hoyt St	(0, 2) 
W 67 St & Broadway	(9, 10) 
E 74 St & 1 Ave	(4, 8) 
Metropolitan Ave & Meeker Ave	(5, 5) 
Degraw St & Hoyt St	(1, 2) 
6 Ave & Canal St	(20, 16) 
Eastern Pkwy & Washington Ave	(5, 4) 
Plaza St West & Flatbush Ave	(4, 2) 
W 87 St & Amsterdam Ave	(1, 2) 
India St & West St	(1, 3) 
E 78 St & 2 Ave	(3, 1) 
W 88 St & West End Ave	(8, 0) 
Franklin Ave & Myrtle Ave	(1, 3) 
Marcy Ave & Lafayette Ave	(1, 0) 
W 27 St & 7 Ave	(7, 8) 
W 15 St & 6 Ave	(8, 1) 
Franklin St & W Broadway	(6, 9) 
Van Brunt St & Van Dyke St	(0, 2) 
E 109 St & 3 Ave	(0, 2) 
Grand Army Plaza & Central Park S	(7, 12) 
Central Ave & Starr Street	(3, 1) 
E 30 St & Park Ave S	(6, 6) 
Kent Ave & S 11 St	(12, 4) 
Humboldt St & Varet St	(2, 1) 
Lexington Ave & E 63 St	(6, 3) 
Driggs Ave & Lorimer St	(3, 0) 
Dock 72 Way & Market St	(4, 4) 
Adam Clayton Powell Blvd & W 123 St	(1, 1) 
Pacific St & Classon Ave	(2, 1) 
Hicks St & Montague St	(3, 2) 
Carlton Ave & Flushing Ave	(2, 2) 
Washington Ave & Greene Ave	(2, 3) 
W 38 St & 8 Ave	(13, 15) 
Douglass St & 4 Ave	(4, 1) 
S 3 St & Bedford Ave	(12, 9) 
W 84 St & Columbus Ave	(1, 5) 
Underhill Ave & Pacific St	(60, 49) 
East End Ave & E 86 St	(3, 2) 
Sharon St & Olive St	(1, 1) 
Cooper Square & Astor Pl	(13, 21) 
Clinton St & Grand St	(5, 8) 
Atlantic Ave & Fort Greene Pl	(8, 5) 
E 20 St & FDR Drive	(31, 39) 
Lincoln Pl & Classon Ave	(1, 0) 
Lafayette Ave & Classon Ave	(2, 4) 
7 Ave & Park Pl	(17, 16) 
1 Ave & E 78 St	(184, 190) 
E 41 St & Madison Ave	(2, 2) 
36 Ave & 10 St	(0, 1) 
Huron St & Franklin St	(6, 6) 
Pacific St & Nevins St	(2, 3) 
E 20 St & Park Ave	(15, 9) 
W 42 St & Dyer Ave	(8, 2) 
Lafayette Ave & St James Pl	(11, 4) 
E 65 St & 2 Ave	(3, 1) 
Duffield St & Willoughby St	(6, 6) 
E 81 St & 3 Ave	(4, 3) 
Cliff St & Fulton St (Old)	(3, 3) 
Maiden Ln & Pearl St	(10, 12) 
John St & William St	(10, 5) 
3 Ave & E 112 St	(0, 1) 
10 St & 7 Ave	(2, 2) 
Murray St & West St	(141, 142) 
9 Ave & W 28 St	(6, 8) 
W 104 St & Amsterdam Ave	(0, 2) 
9 Ave & W 45 St	(15, 10) 
W 43 St & 10 Ave	(172, 194) 
Cliff St & Fulton St	(1, 2) 
Crown St & Bedford Ave	(0, 1) 
E 2 St & Avenue C	(136, 137) 
Frost St & Meeker Ave	(1, 1) 
Union Ave & Jackson St	(4, 2) 
Stagg St & Union Ave	(2, 2) 
Centre St & Chambers St	(11, 15) 
1 Ave & E 62 St	(14, 15) 
Myrtle Ave & St Edwards St	(1, 3) 
34 St & 35 Ave	(0, 1) 
44 Dr & Jackson Ave	(2, 1) 
Eckford St & Engert Ave	(1, 1) 
Berkeley Pl & 6 Ave	(0, 2) 
E 12 St & 3 Ave	(7, 4) 
Division Av & Hooper St	(2, 0) 
Degraw St & Smith St	(2, 1) 
Pier 40 - Hudson River Park	(21, 24) 
Lafayette St & E 8 St	(12, 16) 
4 Ave & 9 St	(1, 1) 
Forsyth St & Broome St	(10, 11) 
Nassau Ave & Newell St	(9, 12) 
Cherry St	(1, 2) 
Mercer St & Bleecker St	(15, 11) 
5 Ave & E 63 St	(1, 4) 
E 39 St & 3 Ave	(5, 8) 
Park Pl & Franklin Ave	(0, 1) 
W 20 St & 8 Ave	(5, 12) 
31 Ave & Crescent St	(0, 1) 
Murray St & Greenwich St	(16, 15) 
W 16 St & The High Line	(14, 16) 
Suffolk St & Stanton St	(156, 154) 
Kosciuszko St & Nostrand Ave	(1, 1) 
E 97 St & Madison Ave	(0, 2) 
14 St & 5 Ave	(2, 2) 
Wyckoff St & Bond St	(0, 1) 
E 2 St & 2 Ave	(17, 15) 
Clinton Ave & Flushing Ave	(3, 1) 
27 St & Hunter St	(2, 0) 
Johnson St & Gold St	(4, 2) 
W 35 St & Dyer Ave	(9, 5) 
Little West St & 1 Pl	(17, 24) 
Pershing Square South	(5, 5) 
Schermerhorn St & Bond St	(5, 3) 
Madison Ave & E 99 St	(2, 1) 
Greene Ave & Nostrand Ave	(1, 2) 
Willoughby Ave & Walworth St	(1, 3) 
Greenwich St & W Houston St	(21, 20) 
E 25 St & 2 Ave	(8, 7) 
3 Ave & E 62 St	(5, 3) 
Liberty St & Broadway	(13, 10) 
Central Park West & W 102 St	(1, 1) 
Columbia St & Degraw St	(3, 1) 
E 11 St & Avenue B	(19, 4) 
South St & Gouverneur Ln	(21, 13) 
W 92 St & Broadway	(1, 0) 
W 13 St & 7 Ave	(11, 10) 
Avenue D & E 12 St	(1, 2) 
E 23 St & 1 Ave	(219, 224) 
W 25 St & 6 Ave	(9, 17) 
Newton Rd & 44 St	(0, 1) 
48 Ave & 30 Pl	(0, 1) 
E 11 St & 1 Ave	(220, 226) 
W 4 St & 7 Ave S	(16, 14) 
FDR Drive & E 35 St	(10, 15) 
Butler St & Court St	(0, 3) 
E 10 St & Avenue A	(16, 14) 
Tompkins Ave & Hopkins St	(1, 0) 
Avenue D & E 8 St	(8, 5) 
Central Park W & W 96 St	(4, 3) 
Adelphi St & Myrtle Ave	(5, 3) 
Vernon Blvd & 41 Rd	(1, 1) 
1 Pl & Clinton St	(3, 2) 
Graham Ave & Conselyea St	(2, 2) 
Putnam Ave & Nostrand Ave	(0, 2) 
Fulton St & Grand Ave	(3, 0) 
E 59 St & Madison Ave	(125, 125) 
Fulton St & Utica Ave	(0, 1) 
W 37 St & 10 Ave	(12, 9) 
Madison St & Montgomery St	(3, 2) 
Grand St & Havemeyer St	(5, 1) 
Willoughby Ave & Hall St	(3, 4) 
Dean St & 4 Ave	(2, 4) 
E 9 St & Avenue C	(13, 14) 
Amsterdam Ave & W 66 St	(4, 2) 
6 Ave & 12 St	(0, 1) 
Christopher St & Greenwich St	(35, 24) 
1 Ave & E 30 St	(8, 9) 
Broadway & W 25 St	(21, 5) 
W 11 St & 6 Ave	(5, 5) 
46 Ave & 5 St	(15, 14) 
Carmine St & 6 Ave	(6, 14) 
Astoria Park S & Shore Blvd	(1, 1) 
DeKalb Ave & Hudson Ave	(4, 5) 
Broadway & W 53 St	(13, 11) 
Hart St & Wyckoff Ave	(0, 2) 
Harrison St & Hudson St	(6, 6) 
2 Ave & E 104 St	(0, 1) 
Metropolitan Ave & Bedford Ave	(6, 3) 
Verona Pl & Fulton St	(1, 0) 
White St & Moore St	(0, 1) 
Pike St & E Broadway	(7, 2) 
W 22 St & 8 Ave	(12, 6) 
W 44 St & 5 Ave	(10, 8) 
21 St & Hoyt Ave S	(0, 1) 
E 58 St &  1 Ave (NW Corner)	(6, 10) 
Kent Ave & N 7 St	(8, 15) 
E 5 St & Avenue C	(6, 6) 
Scholes St & Manhattan Ave	(1, 3) 
S 4 St & Rodney St	(5, 2) 
Bergen St & Vanderbilt Ave	(5, 3) 
W 70 St & Amsterdam Ave	(9, 8) 
Wyckoff St & 3 Ave	(3, 1) 
35 St & Broadway	(1, 0) 
Watts St & Greenwich St	(10, 20) 
3 Ave & E 95 St	(1, 0) 
3 St & 3 Ave	(2, 1) 
Columbus Ave & W 72 St	(7, 7) 
Barclay St & Church St	(12, 15) 
E 123 St & Lexington Ave	(1, 0) 
DeKalb Ave & Franklin Ave	(1, 1) 
State St & Smith St	(3, 2) 
12 Ave & W 40 St	(29, 29) 
Prospect Pl & 6 Ave	(2, 2) 
N 12 St & Bedford Ave	(8, 7) 
Lafayette Ave & Fort Greene Pl	(4, 8) 
W 46 St & 11 Ave	(7, 9) 
Pierrepont St & Monroe Pl	(2, 0) 
Concord St & Bridge St	(2, 2) 
3 St & Hoyt St	(1, 1) 
Leonard St & Nassau Ave	(2, 6) 
5 Ave & E 103 St	(1, 0) 
Smith St & 9 St	(0, 1) 
W 90 St & Amsterdam Ave	(1, 3) 
Bedford Ave & Bergen St	(3, 2) 
W 64 St & Thelonious Monk Circle	(127, 117) 
Henry St & Atlantic Ave	(2, 1) 
W 15 St & 7 Ave	(12, 11) 
Rivington St & Ridge St	(6, 3) 
Lewis Ave & Madison St	(1, 0) 
E 17 St & Broadway	(27, 29) 
5 Ave & E 93 St	(0, 1) 
3 Ave & Schermerhorn St	(4, 2) 
Allen St & Stanton St	(20, 10) 
W 18 St & 6 Ave	(26, 24) 
Vernon Blvd & 50 Ave	(101, 103) 
Pearl St & Hanover Square	(3, 6) 
Central Park West & W 85 St	(1, 3) 
W 74 St & Columbus Ave	(2, 5) 
Driggs Ave & N Henry St	(4, 4) 
14 St & 7 Ave	(5, 5) 
Centre St & Worth St	(15, 6) 
1 Ave & E 94 St	(3, 3) 
Canal St & Rutgers St	(23, 9) 
Avenue D & E 3 St	(4, 4) 
E 55 St & Lexington Ave	(17, 13) 
Allen St & Hester St	(12, 15) 
MacDougal St & Prince St	(27, 15) 
Smith St & 3 St	(1, 0) 
3 Ave & 14 St	(1, 1) 
West Drive & Prospect Park West	(7, 4) 
Nostrand Ave & Myrtle Ave	(1, 0) 
S 5 Pl & S 5 St	(6, 6) 
E 60 St & York Ave	(0, 1) 
E 20 St & 2 Ave	(9, 6) 
7 St & 5 Ave	(3, 2) 
E 53 St & 3 Ave	(6, 5) 
Union Ave & Wallabout St	(1, 0) 
Central Park West & W 76 St	(1, 2) 
Mott St & Prince St	(17, 8) 
E 58 St & 3 Ave	(10, 11) 
Park Ave & E 124 St	(2, 2) 
St Marks Pl & 2 Ave	(16, 6) 
E 91 St & Park Ave	(2, 4) 
E 81 St & 2 Ave	(4, 4) 
3 Ave & E 71 St	(2, 1) 
Madison St & Clinton St	(5, 8) 
E 68 St & Madison Ave	(4, 2) 
Atlantic Ave & Furman St	(1, 5) 
Old Fulton St	(1, 2) 
Broadway & Battery Pl	(16, 13) 
W 13 St & 5 Ave	(14, 7) 
W 54 St & 9 Ave	(7, 4) 
West End Ave & W 94 St	(0, 2) 
W 76 St & Columbus Ave	(4, 3) 
Front St & Gold St	(0, 2) 
Underhill Ave & Lincoln Pl	(2, 3) 
E 10 St & 5 Ave	(4, 6) 
E 85 St & York Ave	(4, 3) 
W 113 St & Broadway	(1, 2) 
E 77 St & 3 Ave	(13, 10) 
Riverside Blvd & W 67 St	(1, 12) 
Carroll St & Bond St	(3, 5) 
E 75 St & 3 Ave	(1, 6) 
5 Ave & E 88 St	(1, 5) 
E 91 St & 2 Ave	(6, 8) 
Bergen St & Flatbush Ave	(1, 4) 
E 33 St & 1 Ave	(10, 11) 
E 88 St & 1 Ave	(2, 10) 
Congress St & Clinton St	(4, 1) 
Amsterdam Ave & W 82 St	(6, 4) 
St Johns Pl & Washington Ave	(5, 3) 
W 49 St & 8 Ave	(4, 3) 
E 106 St & 1 Ave	(0, 1) 
Waterbury St & Stagg St	(1, 0) 
Graham Ave & Herbert St	(2, 1) 
Pitt St & Stanton St	(5, 2) 
Sigourney St & Columbia St	(1, 0) 
DeKalb Ave & Vanderbilt Ave	(1, 0) 
Franklin Ave & St Marks Ave	(0, 1) 
W 89 St & Columbus Ave	(0, 2) 
Broadway & E 14 St	(28, 17) 
Broadway & W 60 St	(23, 23) 
11 Ave & W 41 St	(10, 8) 
E 16 St & 5 Ave	(10, 10) 
Greenwich Ave & Charles St	(4, 12) 
Broadway & W 29 St	(6, 12) 
E 11 St & 2 Ave	(3, 10) 
E 98 St & Park Ave	(1, 0) 
Baltic St & 5 Ave	(2, 3) 
W 106 St & Central Park West	(1, 1) 
N 11 St & Kent Ave	(4, 3) 
8 Ave & W 31 St	(15, 26) 
Franklin Ave & Empire Blvd	(3, 3) 
Lawrence St & Willoughby St	(3, 7) 
E 48 St & 3 Ave	(8, 7) 
E 76 St & Park Ave	(3, 3) 
Cambridge Pl & Gates Ave	(3, 2) 
W 56 St & 10 Ave	(9, 6) 
Crescent St & 35 Ave	(0, 1) 
Driggs Ave & N 9 St	(3, 4) 
Lefferts Pl & Franklin Ave	(1, 2) 
E 4 St & 2 Ave	(13, 7) 
Sullivan St & Washington Sq	(4, 7) 
Lexington Ave & E 29 St	(4, 10) 
Richardson St & N Henry St	(1, 2) 
Leonard St & Maujer St	(3, 2) 
William St & Pine St	(10, 9) 
Court St & State St	(2, 2) 
Washington St & Gansevoort St	(23, 19) 
24 St & 41 Ave	(0, 1) 
Vesey Pl & River Terrace	(319, 331) 
Broadway & W 122 St	(1, 2) 
Coffey St & Conover St	(0, 2) 
LaGuardia Pl & W 3 St	(6, 16) 
E 51 St & 1 Ave	(7, 9) 
Monroe St & Tompkins Ave	(2, 1) 
Bergen St & Smith St	(10, 10) 
Adam Clayton Powell Blvd & W 126 St	(0, 2) 
Great Jones St	(18, 17) 
Center Blvd & 51 Ave	(4, 4) 
Carroll St & Columbia St	(1, 1) 
Dean St & Franklin Ave	(1, 2) 
Kingston Ave & Herkimer St	(4, 0) 
