Washington Park	(2, 0) 
Central Park West & W 72 St	(1, 1) 
E 114 St & 1 Ave	(0, 2) 
South End Ave & Liberty St	(24, 24) 
E 58 St & 1 Ave (NE Corner)	(2, 1) 
Greenwich Ave & 8 Ave	(9, 9) 
Broadway & W 49 St	(6, 4) 
E 53 St & Madison Ave	(4, 2) 
Montrose Ave & Bushwick Ave	(1, 1) 
Bond St & Fulton St	(3, 13) 
Pike St & Monroe St	(4, 3) 
Mercer St & Spring St	(16, 10) 
Cadman Plaza West & Montague St	(0, 1) 
W 20 St & 11 Ave	(10, 7) 
Perry St & Bleecker St	(4, 5) 
5 Ave & E 73 St	(2, 4) 
E 45 St & 3 Ave	(1, 4) 
Eastern Pkwy & Franklin Ave	(4, 4) 
E 52 St & 2 Ave	(4, 4) 
MacDougal St & Washington Sq	(3, 9) 
Albany Ave & Fulton St	(1, 0) 
S 4 St & Wythe Ave	(18, 20) 
E 82 St & East End Ave	(3, 6) 
E 24 St & Park Ave S	(15, 17) 
Old Slip & Front St	(3, 3) 
Center Blvd & 48 Ave	(4, 3) 
Clermont Ave & Park Ave	(1, 2) 
Clermont Ave & Lafayette Ave	(0, 1) 
E 89 St & 3 Ave	(1, 2) 
Union St & 4 Ave	(0, 1) 
E 47 St & Park Ave	(12, 13) 
E 7 St & Avenue A	(11, 7) 
McGuinness Blvd & Eagle St	(16, 11) 
Columbia St & Rivington St	(4, 4) 
Allen St & Rivington St	(11, 11) 
Graham Ave & Grand St	(2, 2) 
47 Ave & Skillman Ave	(1, 1) 
Central Park West & W 100 St	(0, 1) 
St. Nicholas Ave & W 126 St	(1, 0) 
Hope St & Union Ave	(3, 0) 
Willoughby St & Fleet St	(16, 10) 
Kane St & Clinton St	(6, 5) 
Catherine St & Monroe St	(1, 2) 
W 45 St & 6 Ave	(2, 3) 
2 Ave & E 31 St	(16, 10) 
Jay St & Tech Pl	(1, 2) 
10 St & 5 Ave	(1, 1) 
Garfield Pl & 8 Ave	(2, 0) 
Rivington St & Chrystie St	(5, 8) 
Flushing Ave & Vanderbilt Ave	(1, 1) 
W 110 St & Amsterdam Ave	(1, 0) 
Riverside Dr & W 91 St	(2, 1) 
11 Ave & W 27 St	(7, 10) 
E 6 St & Avenue D	(4, 2) 
Berkeley Pl & 7 Ave	(5, 5) 
E 84 St & Park Ave	(5, 3) 
Prospect Pl & Underhill Ave	(2, 0) 
Fulton St & Clermont Ave	(1, 0) 
E 84 St & 1 Ave	(5, 5) 
E 51 St & Lexington Ave	(115, 114) 
W 15 St & 10 Ave	(116, 99) 
Gansevoort St & Hudson St	(5, 5) 
Wythe Ave & Metropolitan Ave	(15, 14) 
E 2 St & Avenue A	(7, 13) 
Bedford Ave & Nassau Ave	(1, 10) 
Bond St & Bergen St	(2, 0) 
E 84 St & 3 Ave	(10, 4) 
E 55 St & 3 Ave	(6, 4) 
Jackson Ave & 46 Rd	(1, 0) 
48 Ave & 5 St	(2, 1) 
Carroll St & 5 Ave	(1, 0) 
Lispenard St & Broadway	(159, 146) 
Nassau Ave & Russell St	(6, 4) 
Madison Ave & E 82 St	(5, 3) 
W 47 St & 10 Ave	(4, 2) 
Front St & Washington St	(2, 12) 
Sterling Pl & Bedford Ave	(1, 0) 
Frederick Douglass Blvd & W 112 St	(0, 1) 
Washington Pl & 6 Ave	(3, 6) 
Broadway & W 37 St	(12, 6) 
W 26 St & 10 Ave	(7, 7) 
2 Ave & E 99 St	(0, 1) 
E 81 St & York Ave	(50, 53) 
N 15 St & Wythe Ave	(1, 1) 
12 St & 4 Ave	(0, 1) 
W 18 St & 9 Ave	(11, 15) 
Fulton St & Broadway	(13, 7) 
Cadman Plaza E & Red Cross Pl	(4, 9) 
Hanson Pl & Ashland Pl	(13, 8) 
Meserole Ave & Manhattan Ave	(3, 11) 
Henry St & Middagh St	(1, 0) 
Queens Plaza North & Crescent St	(3, 1) 
Prospect Park West & 8 St	(0, 4) 
E 68 St & 3 Ave	(2, 3) 
Greenpoint Ave & Manhattan Ave	(5, 5) 
E 89 St & York Ave	(3, 3) 
E 102 St & 1 Ave	(1, 0) 
Vernon Blvd & 47 Rd	(1, 0) 
11 Ave & W 59 St	(7, 9) 
Front St & Maiden Ln	(4, 10) 
E 16 St & Irving Pl	(14, 11) 
Lenox Ave & W 130 St	(1, 2) 
W 59 St & 10 Ave	(11, 1) 
W 45 St & 8 Ave	(9, 8) 
E 19 St & 3 Ave	(3, 7) 
Bank St & Washington St	(4, 3) 
Central Park S & 6 Ave	(6, 5) 
3 St & 7 Ave	(50, 44) 
Fulton St & William St	(5, 4) 
Laight St & Hudson St	(3, 2) 
E 43 St & 2 Ave	(1, 2) 
1 Ave & E 16 St	(13, 8) 
Douglass St & 3 Ave	(1, 2) 
E 118 St & Madison Ave	(0, 1) 
Grand St & Elizabeth St	(12, 15) 
Milton St & Franklin St	(6, 9) 
E 55 St & 2 Ave	(4, 4) 
Barrow St & Hudson St	(11, 9) 
Nassau St & Navy St	(1, 0) 
Columbia St & Kane St	(2, 3) 
Richards St & Delavan St	(1, 0) 
W 50 St & 9 Ave	(6, 4) 
Peck Slip & Front St	(12, 9) 
7 Ave & Central Park South	(2, 6) 
5 Ave & E 29 St	(11, 7) 
West St & Chambers St	(14, 21) 
Leonard St & Church St	(8, 4) 
45 Rd & 11 St	(2, 2) 
E 2 St & Avenue B	(5, 5) 
Roebling St & N 4 St	(3, 1) 
W 31 St & 7 Ave	(12, 12) 
35 Ave & 10 St	(0, 1) 
W 21 St & 6 Ave	(12, 12) 
8 Ave & W 33 St	(11, 14) 
Cleveland Pl & Spring St	(11, 11) 
Duane St & Greenwich St	(8, 7) 
E 31 St & 3 Ave	(7, 4) 
W 43 St & 6 Ave	(9, 4) 
Division St & Bowery	(9, 6) 
Clinton Ave & Myrtle Ave	(78, 82) 
W 63 St & Broadway	(5, 3) 
Central Park West & W 68 St	(3, 3) 
E 39 St & 2 Ave	(15, 19) 
Columbus Ave & W 95 St	(0, 2) 
Broadway & 12 St	(0, 1) 
E 67 St & Park Ave	(3, 2) 
S Portland Ave & Hanson Pl	(0, 1) 
White St & Johnson Ave	(0, 1) 
Bialystoker Pl & Delancey St	(2, 1) 
E 47 St & 1 Ave	(3, 4) 
1 Ave & E 68 St	(15, 10) 
Suydam St & Knickerbocker Ave	(2, 2) 
E 48 St & 5 Ave	(7, 10) 
Broadway & W 41 St	(9, 11) 
Broadway & Roebling St	(3, 0) 
W 42 St & 8 Ave	(7, 6) 
South St & Whitehall St	(5, 4) 
Jay St & York St	(6, 5) 
2 Ave & E 122 St	(1, 1) 
Lexington Ave & E 26 St	(7, 11) 
Willoughby Ave & Tompkins Ave	(0, 1) 
E 25 St & 1 Ave	(3, 6) 
E 93 St & 2 Ave	(1, 1) 
University Pl & E 8 St	(5, 5) 
Warren St & Court St	(0, 4) 
St James Pl & Oliver St	(3, 4) 
21 St & Queens Plaza North	(0, 1) 
Lafayette St & Jersey St	(22, 19) 
McKibbin St & Bogart St	(1, 0) 
W Broadway & Spring Street	(8, 6) 
Schermerhorn St & Court St	(1, 3) 
Division Ave & Marcy Ave	(2, 0) 
3 St & Prospect Park West	(3, 2) 
Myrtle Ave & Lewis Ave	(0, 5) 
W 120 St & Claremont Ave	(0, 2) 
Franklin St & Dupont St	(4, 5) 
E 102 St & Park Ave	(1, 0) 
Monroe St & Bedford Ave	(2, 0) 
5 Ave & E 78 St	(3, 6) 
5 Ave & E 126 St	(1, 0) 
E 110 St & Madison Ave	(1, 1) 
Carroll St & Smith St	(3, 1) 
Macon St & Nostrand Ave	(1, 1) 
W 52 St & 11 Ave	(9, 8) 
North Moore St & Greenwich St	(49, 53) 
Broadway & Berry St	(8, 9) 
W 27 St & 10 Ave	(5, 6) 
W 41 St & 8 Ave	(11, 13) 
W 34 St & 11 Ave	(17, 11) 
Columbus Ave & W 103 St	(0, 1) 
E 6 St & Avenue B	(5, 7) 
2 Ave & E 72 St	(12, 12) 
E 97 St & 3 Ave	(0, 1) 
Amsterdam Ave & W 119 St	(0, 1) 
W 22 St & 10 Ave	(8, 11) 
W 26 St & 8 Ave	(6, 9) 
6 Ave & Broome St	(11, 8) 
8 Ave & W 52 St	(9, 3) 
11 St & 43 Ave	(0, 1) 
Broadway & W 51 St	(2, 6) 
W 84 St & Broadway	(3, 3) 
Cathedral Pkwy & Broadway	(1, 2) 
1 Ave & E 44 St	(14, 11) 
W 24 St & 7 Ave	(9, 5) 
Fulton St & Waverly Ave	(8, 2) 
Avenue C & E 18 St	(6, 13) 
W 53 St & 10 Ave	(2, 7) 
Stanton St & Mangin St	(6, 1) 
1 Ave & E 18 St	(163, 176) 
University Pl & E 14 St	(10, 6) 
E 15 St & 3 Ave	(9, 14) 
Bus Slip & State St	(5, 8) 
Riverside Dr & W 72 St	(2, 3) 
W 20 St & 7 Ave	(6, 2) 
34 Ave & 13 St	(1, 1) 
6 St & 7 Ave	(1, 0) 
Emerson Pl & Myrtle Ave	(0, 1) 
Pershing Square North	(20, 18) 
Clinton St & Joralemon St	(1, 1) 
W 33 St & 7 Ave	(15, 5) 
Hancock St & Bedford Ave	(1, 0) 
2 Ave & E 96 St	(3, 2) 
E 43 St & 5 Ave	(5, 5) 
Bayard St & Leonard St	(2, 2) 
Hudson St & Reade St	(8, 6) 
Market St & Cherry St	(2, 2) 
Dean St & Hoyt St	(1, 3) 
47 Ave & 31 St	(0, 3) 
W 67 St & Broadway	(5, 8) 
E 74 St & 1 Ave	(5, 5) 
Metropolitan Ave & Meeker Ave	(4, 1) 
Degraw St & Hoyt St	(2, 2) 
6 Ave & Canal St	(15, 13) 
Eastern Pkwy & Washington Ave	(4, 1) 
Plaza St West & Flatbush Ave	(4, 0) 
W 87 St & Amsterdam Ave	(0, 1) 
India St & West St	(4, 2) 
E 78 St & 2 Ave	(2, 2) 
W 88 St & West End Ave	(1, 2) 
Marcy Ave & Lafayette Ave	(1, 0) 
W 27 St & 7 Ave	(9, 7) 
W 15 St & 6 Ave	(14, 4) 
Van Brunt St & Van Dyke St	(1, 1) 
Franklin St & W Broadway	(4, 4) 
Greene Av & Myrtle Av	(2, 0) 
Grand Army Plaza & Central Park S	(7, 12) 
E 109 St & 3 Ave	(0, 1) 
E 30 St & Park Ave S	(5, 6) 
Kent Ave & S 11 St	(4, 2) 
Lexington Ave & E 63 St	(5, 3) 
Driggs Ave & Lorimer St	(4, 1) 
Dock 72 Way & Market St	(1, 3) 
Carlton Ave & Flushing Ave	(2, 1) 
Hicks St & Montague St	(2, 2) 
Washington Ave & Greene Ave	(1, 0) 
W 38 St & 8 Ave	(10, 12) 
W 84 St & Columbus Ave	(0, 4) 
S 3 St & Bedford Ave	(16, 5) 
Pioneer St & Richards St	(0, 1) 
Underhill Ave & Pacific St	(23, 23) 
East End Ave & E 86 St	(2, 1) 
Sharon St & Olive St	(0, 1) 
Cooper Square & Astor Pl	(9, 11) 
Clinton St & Grand St	(12, 7) 
Atlantic Ave & Fort Greene Pl	(2, 4) 
E 20 St & FDR Drive	(17, 13) 
Lincoln Pl & Classon Ave	(1, 1) 
Lafayette Ave & Classon Ave	(4, 4) 
7 Ave & Park Pl	(5, 2) 
1 Ave & E 78 St	(161, 165) 
E 41 St & Madison Ave	(7, 6) 
Huron St & Franklin St	(3, 7) 
Pacific St & Nevins St	(0, 1) 
E 20 St & Park Ave	(13, 7) 
W 42 St & Dyer Ave	(4, 5) 
Lafayette Ave & St James Pl	(4, 3) 
E 65 St & 2 Ave	(3, 8) 
Duffield St & Willoughby St	(5, 3) 
E 81 St & 3 Ave	(2, 1) 
Maiden Ln & Pearl St	(6, 5) 
John St & William St	(6, 6) 
Murray St & West St	(156, 146) 
9 Ave & W 28 St	(10, 1) 
9 Ave & W 45 St	(9, 3) 
W 43 St & 10 Ave	(109, 131) 
Cliff St & Fulton St	(6, 11) 
E 2 St & Avenue C	(77, 76) 
Pleasant Ave & E 116 St	(0, 2) 
Frost St & Meeker Ave	(0, 1) 
Centre St & Chambers St	(13, 9) 
Union Ave & Jackson St	(1, 2) 
Stagg St & Union Ave	(0, 6) 
1 Ave & E 62 St	(9, 6) 
44 Dr & Jackson Ave	(1, 2) 
Eckford St & Engert Ave	(3, 4) 
E 12 St & 3 Ave	(12, 14) 
Degraw St & Smith St	(1, 2) 
Pier 40 - Hudson River Park	(16, 16) 
Lafayette St & E 8 St	(10, 17) 
4 Ave & 9 St	(1, 0) 
Forsyth St & Broome St	(5, 5) 
Nassau Ave & Newell St	(4, 4) 
Cherry St	(0, 2) 
Mercer St & Bleecker St	(10, 6) 
5 Ave & E 63 St	(1, 3) 
E 39 St & 3 Ave	(5, 10) 
W 20 St & 8 Ave	(2, 3) 
Murray St & Greenwich St	(5, 15) 
W 16 St & The High Line	(7, 7) 
Suffolk St & Stanton St	(118, 141) 
E 97 St & Madison Ave	(2, 6) 
Kosciuszko St & Nostrand Ave	(0, 2) 
14 St & 5 Ave	(1, 1) 
Columbia St & W 9 St	(0, 1) 
E 2 St & 2 Ave	(12, 12) 
Clinton Ave & Flushing Ave	(2, 1) 
Johnson St & Gold St	(2, 4) 
W 35 St & Dyer Ave	(1, 4) 
Little West St & 1 Pl	(26, 23) 
Pershing Square South	(18, 14) 
Schermerhorn St & Bond St	(1, 2) 
Willoughby Ave & Walworth St	(0, 2) 
Greenwich St & W Houston St	(16, 11) 
E 25 St & 2 Ave	(5, 6) 
3 Ave & E 62 St	(10, 4) 
Liberty St & Broadway	(9, 10) 
Columbia St & Degraw St	(1, 2) 
South St & Gouverneur Ln	(13, 18) 
E 11 St & Avenue B	(6, 8) 
W 92 St & Broadway	(2, 4) 
W 13 St & 7 Ave	(18, 5) 
Avenue D & E 12 St	(0, 3) 
E 23 St & 1 Ave	(178, 188) 
W 25 St & 6 Ave	(7, 10) 
48 Ave & 30 Pl	(0, 2) 
E 11 St & 1 Ave	(162, 170) 
W 4 St & 7 Ave S	(6, 7) 
FDR Drive & E 35 St	(11, 6) 
Butler St & Court St	(1, 4) 
E 10 St & Avenue A	(18, 9) 
Avenue D & E 8 St	(2, 5) 
Central Park W & W 96 St	(3, 1) 
Adelphi St & Myrtle Ave	(1, 4) 
1 Pl & Clinton St	(1, 2) 
Graham Ave & Conselyea St	(3, 3) 
Fulton St & Grand Ave	(1, 0) 
E 59 St & Madison Ave	(105, 104) 
Fulton St & Utica Ave	(0, 1) 
E 33 St & 5 Ave	(13, 9) 
W 37 St & 10 Ave	(3, 3) 
Madison St & Montgomery St	(0, 3) 
Grand St & Havemeyer St	(2, 1) 
Willoughby Ave & Hall St	(2, 2) 
Grand Ave & Bergen St	(0, 1) 
Dean St & 4 Ave	(3, 4) 
E 9 St & Avenue C	(5, 6) 
Amsterdam Ave & W 66 St	(4, 4) 
6 Ave & 12 St	(1, 3) 
Christopher St & Greenwich St	(22, 17) 
1 Ave & E 30 St	(7, 13) 
Broadway & W 25 St	(9, 10) 
W 11 St & 6 Ave	(4, 4) 
46 Ave & 5 St	(9, 9) 
44 Dr & 21 St	(1, 0) 
Carmine St & 6 Ave	(14, 17) 
Henry St & Bay St	(1, 0) 
DeKalb Ave & Hudson Ave	(4, 5) 
Broadway & W 53 St	(3, 5) 
Harrison St & Hudson St	(9, 2) 
2 Ave & E 104 St	(1, 1) 
Metropolitan Ave & Bedford Ave	(5, 6) 
Pike St & E Broadway	(7, 4) 
W 22 St & 8 Ave	(9, 5) 
W 44 St & 5 Ave	(6, 5) 
E 58 St &  1 Ave (NW Corner)	(3, 1) 
Kent Ave & N 7 St	(9, 18) 
E 5 St & Avenue C	(7, 2) 
Scholes St & Manhattan Ave	(1, 1) 
S 4 St & Rodney St	(3, 4) 
Bergen St & Vanderbilt Ave	(2, 1) 
W 116 St & Amsterdam Ave	(0, 1) 
W 70 St & Amsterdam Ave	(8, 3) 
Wyckoff St & 3 Ave	(2, 4) 
Watts St & Greenwich St	(14, 11) 
3 St & 3 Ave	(0, 2) 
Columbus Ave & W 72 St	(8, 5) 
Barclay St & Church St	(18, 20) 
State St & Smith St	(1, 3) 
12 Ave & W 40 St	(11, 18) 
Prospect Pl & 6 Ave	(3, 2) 
N 12 St & Bedford Ave	(1, 4) 
Railroad Ave & Kay Ave	(1, 2) 
Lafayette Ave & Fort Greene Pl	(2, 2) 
W 46 St & 11 Ave	(5, 7) 
Pierrepont St & Monroe Pl	(1, 0) 
Concord St & Bridge St	(0, 2) 
Smith St & 9 St	(1, 1) 
Leonard St & Nassau Ave	(1, 7) 
5 Ave & E 103 St	(1, 3) 
W 90 St & Amsterdam Ave	(1, 0) 
W 64 St & Thelonious Monk Circle	(69, 105) 
Lexington Ave & Classon Ave	(0, 1) 
Henry St & Atlantic Ave	(5, 6) 
Rivington St & Ridge St	(3, 4) 
W 15 St & 7 Ave	(9, 1) 
E 17 St & Broadway	(30, 13) 
5 Ave & E 93 St	(3, 2) 
3 Ave & Schermerhorn St	(4, 2) 
Allen St & Stanton St	(12, 11) 
W 18 St & 6 Ave	(19, 7) 
Vernon Blvd & 50 Ave	(85, 70) 
Pearl St & Hanover Square	(4, 3) 
Central Park West & W 85 St	(3, 3) 
W 74 St & Columbus Ave	(2, 2) 
Driggs Ave & N Henry St	(1, 2) 
14 St & 7 Ave	(2, 1) 
Centre St & Worth St	(3, 2) 
1 Ave & E 94 St	(2, 4) 
Canal St & Rutgers St	(7, 12) 
Avenue D & E 3 St	(7, 10) 
E 55 St & Lexington Ave	(6, 9) 
Allen St & Hester St	(11, 6) 
MacDougal St & Prince St	(13, 7) 
Smith St & 3 St	(1, 4) 
3 Ave & 14 St	(1, 0) 
West Drive & Prospect Park West	(0, 3) 
Nostrand Ave & Myrtle Ave	(0, 2) 
S 5 Pl & S 5 St	(2, 5) 
E 60 St & York Ave	(2, 1) 
E 20 St & 2 Ave	(8, 9) 
7 St & 5 Ave	(2, 0) 
E 53 St & 3 Ave	(10, 3) 
Union Ave & Wallabout St	(1, 0) 
Central Park West & W 76 St	(5, 4) 
Mott St & Prince St	(7, 6) 
E 58 St & 3 Ave	(8, 4) 
Park Ave & E 124 St	(5, 3) 
St Marks Pl & 2 Ave	(6, 3) 
E 91 St & Park Ave	(2, 2) 
E 116 St & 2 Ave	(1, 0) 
E 81 St & 2 Ave	(1, 3) 
Madison St & Clinton St	(1, 3) 
E 68 St & Madison Ave	(0, 3) 
Atlantic Ave & Furman St	(1, 2) 
Old Fulton St	(1, 2) 
Broadway & Battery Pl	(17, 16) 
W 13 St & 5 Ave	(7, 5) 
W 54 St & 9 Ave	(6, 2) 
West End Ave & W 94 St	(2, 1) 
W 76 St & Columbus Ave	(1, 1) 
W 116 St & Broadway	(1, 1) 
Underhill Ave & Lincoln Pl	(1, 5) 
E 10 St & 5 Ave	(3, 11) 
E 85 St & York Ave	(2, 2) 
E 77 St & 3 Ave	(11, 16) 
Riverside Blvd & W 67 St	(3, 5) 
Carroll St & Bond St	(1, 1) 
E 75 St & 3 Ave	(2, 5) 
5 Ave & E 88 St	(4, 1) 
E 91 St & 2 Ave	(4, 7) 
Bergen St & Flatbush Ave	(1, 0) 
E 33 St & 1 Ave	(8, 7) 
E 88 St & 1 Ave	(3, 4) 
Amsterdam Ave & W 82 St	(1, 2) 
Congress St & Clinton St	(0, 2) 
W 49 St & 8 Ave	(6, 3) 
E 106 St & 1 Ave	(0, 2) 
W 100 St & Manhattan Ave	(1, 0) 
Graham Ave & Herbert St	(1, 0) 
Pitt St & Stanton St	(1, 2) 
Sigourney St & Columbia St	(1, 0) 
DeKalb Ave & Vanderbilt Ave	(1, 1) 
Franklin Ave & St Marks Ave	(2, 2) 
W 89 St & Columbus Ave	(1, 1) 
Broadway & E 14 St	(18, 17) 
E 16 St & 5 Ave	(7, 9) 
11 Ave & W 41 St	(7, 8) 
Broadway & W 60 St	(11, 11) 
Greenwich Ave & Charles St	(3, 3) 
Broadway & W 29 St	(14, 7) 
E 11 St & 2 Ave	(5, 4) 
W 16 St & 8 Ave	(11, 15) 
Baltic St & 5 Ave	(1, 1) 
10 Hudson Yards	(1, 1) 
W 106 St & Central Park West	(2, 0) 
Dwight St & Van Dyke St	(1, 0) 
N 11 St & Kent Ave	(1, 2) 
8 Ave & W 31 St	(17, 24) 
Franklin Ave & Empire Blvd	(1, 1) 
Lawrence St & Willoughby St	(4, 1) 
E 48 St & 3 Ave	(6, 3) 
E 76 St & Park Ave	(3, 0) 
Cambridge Pl & Gates Ave	(3, 0) 
W 56 St & 10 Ave	(3, 8) 
Driggs Ave & N 9 St	(1, 0) 
Lefferts Pl & Franklin Ave	(4, 5) 
E 4 St & 2 Ave	(11, 5) 
Sullivan St & Washington Sq	(4, 7) 
Lexington Ave & E 29 St	(8, 7) 
Richardson St & N Henry St	(1, 1) 
Leonard St & Maujer St	(1, 0) 
William St & Pine St	(9, 7) 
Court St & State St	(2, 5) 
Washington St & Gansevoort St	(15, 8) 
24 St & 41 Ave	(1, 0) 
Vesey Pl & River Terrace	(239, 239) 
Coffey St & Conover St	(1, 0) 
Broadway & W 122 St	(1, 0) 
LaGuardia Pl & W 3 St	(10, 9) 
Monroe St & Tompkins Ave	(1, 0) 
E 51 St & 1 Ave	(7, 5) 
Bergen St & Smith St	(3, 4) 
Great Jones St	(13, 27) 
5 St & 51 Ave	(1, 0) 
Center Blvd & 51 Ave	(2, 1) 
Carroll St & Columbia St	(1, 1) 
Dean St & Franklin Ave	(0, 4) 
Kingston Ave & Herkimer St	(0, 1) 
