Washington Park	(4, 3) 
Meserole Ave & Manhattan Ave	(6, 6) 
Henry St & Middagh St	(0, 3) 
Queens Plaza North & Crescent St	(8, 3) 
Prospect Park West & 8 St	(2, 2) 
E 68 St & 3 Ave	(2, 3) 
Greenpoint Ave & Manhattan Ave	(6, 8) 
Central Ave & Flushing Ave	(4, 3) 
E 89 St & York Ave	(2, 2) 
Vernon Blvd & 47 Rd	(3, 1) 
E 102 St & 1 Ave	(0, 4) 
11 Ave & W 59 St	(13, 13) 
Front St & Maiden Ln	(6, 0) 
E 16 St & Irving Pl	(10, 3) 
Lenox Ave & W 130 St	(0, 1) 
W 59 St & 10 Ave	(6, 3) 
W 45 St & 8 Ave	(11, 8) 
E 19 St & 3 Ave	(4, 15) 
Bank St & Washington St	(9, 6) 
Central Park S & 6 Ave	(4, 7) 
3 St & 7 Ave	(51, 54) 
Laight St & Hudson St	(4, 3) 
Fulton St & William St	(4, 8) 
E 43 St & 2 Ave	(1, 5) 
Monroe St & Classon Ave	(0, 1) 
1 Ave & E 16 St	(24, 17) 
Grand St & Elizabeth St	(15, 17) 
Milton St & Franklin St	(10, 11) 
E 55 St & 2 Ave	(12, 13) 
Barrow St & Hudson St	(9, 25) 
Nassau St & Navy St	(1, 8) 
Columbia St & Kane St	(0, 1) 
Peck Slip & Front St	(13, 15) 
W 50 St & 9 Ave	(5, 8) 
7 Ave & Central Park South	(9, 6) 
5 Ave & E 29 St	(6, 9) 
West St & Chambers St	(21, 27) 
Leonard St & Church St	(4, 2) 
45 Rd & 11 St	(3, 0) 
E 2 St & Avenue B	(16, 12) 
Roebling St & N 4 St	(0, 1) 
W 31 St & 7 Ave	(18, 25) 
W 21 St & 6 Ave	(18, 25) 
8 Ave & W 33 St	(16, 17) 
Cleveland Pl & Spring St	(19, 24) 
Duane St & Greenwich St	(12, 5) 
E 31 St & 3 Ave	(6, 7) 
W 43 St & 6 Ave	(10, 7) 
Division St & Bowery	(12, 7) 
Clinton Ave & Myrtle Ave	(102, 92) 
W 63 St & Broadway	(7, 5) 
Central Park West & W 68 St	(8, 4) 
E 39 St & 2 Ave	(15, 9) 
Columbus Ave & W 95 St	(1, 1) 
Graham Ave & Withers St	(3, 3) 
Broadway & 12 St	(0, 1) 
E 67 St & Park Ave	(1, 1) 
S Portland Ave & Hanson Pl	(3, 3) 
White St & Johnson Ave	(1, 0) 
E 47 St & 1 Ave	(5, 6) 
Bialystoker Pl & Delancey St	(4, 3) 
1 Ave & E 68 St	(17, 16) 
Suydam St & Knickerbocker Ave	(0, 4) 
Clinton St & Centre St	(0, 1) 
E 48 St & 5 Ave	(9, 14) 
Broadway & W 41 St	(9, 13) 
South St & Whitehall St	(6, 3) 
W 42 St & 8 Ave	(8, 7) 
Broadway & Roebling St	(2, 5) 
Jay St & York St	(4, 7) 
2 Ave & E 122 St	(1, 1) 
Lexington Ave & E 26 St	(10, 9) 
Willoughby Ave & Tompkins Ave	(1, 0) 
E 25 St & 1 Ave	(3, 10) 
E 93 St & 2 Ave	(3, 1) 
University Pl & E 8 St	(5, 5) 
Warren St & Court St	(1, 7) 
St James Pl & Oliver St	(1, 5) 
21 St & Queens Plaza North	(2, 1) 
Lafayette St & Jersey St	(17, 16) 
McKibbin St & Bogart St	(1, 0) 
W Broadway & Spring Street	(7, 13) 
Schermerhorn St & Court St	(2, 2) 
Division Ave & Marcy Ave	(1, 0) 
3 St & Prospect Park West	(5, 6) 
Myrtle Ave & Lewis Ave	(0, 3) 
Court St & Nelson St	(1, 2) 
W 120 St & Claremont Ave	(2, 0) 
Franklin St & Dupont St	(4, 6) 
McKibbin St & Manhattan Ave	(1, 1) 
Monroe St & Bedford Ave	(3, 2) 
Cedar St & Myrtle Ave	(0, 1) 
5 Ave & E 78 St	(8, 6) 
Carroll St & Smith St	(3, 1) 
Macon St & Nostrand Ave	(2, 0) 
W 52 St & 11 Ave	(12, 10) 
North Moore St & Greenwich St	(32, 45) 
Broadway & Berry St	(8, 6) 
W 27 St & 10 Ave	(1, 10) 
W 41 St & 8 Ave	(17, 9) 
Bushwick Ave & Powers St	(1, 1) 
W 34 St & 11 Ave	(24, 29) 
E 6 St & Avenue B	(9, 11) 
E 118 St & 1 Ave	(1, 0) 
2 Ave & E 72 St	(13, 7) 
E 97 St & 3 Ave	(2, 0) 
W 22 St & 10 Ave	(12, 12) 
W 26 St & 8 Ave	(12, 10) 
6 Ave & Broome St	(15, 4) 
8 Ave & W 52 St	(7, 3) 
11 St & 43 Ave	(0, 2) 
Broadway & W 51 St	(3, 12) 
W 84 St & Broadway	(4, 0) 
Cathedral Pkwy & Broadway	(0, 3) 
1 Ave & E 44 St	(15, 10) 
W 24 St & 7 Ave	(11, 4) 
Lexington Ave & E 111 St	(0, 1) 
Fulton St & Waverly Ave	(3, 7) 
Avenue C & E 18 St	(12, 5) 
W 53 St & 10 Ave	(3, 5) 
Stanton St & Mangin St	(3, 7) 
1 Ave & E 18 St	(212, 184) 
E 15 St & 3 Ave	(16, 14) 
University Pl & E 14 St	(16, 9) 
Bus Slip & State St	(14, 13) 
Union Ave & N 12 St	(1, 3) 
Riverside Dr & W 72 St	(5, 6) 
W 20 St & 7 Ave	(3, 7) 
34 Ave & 13 St	(1, 1) 
Emerson Pl & Myrtle Ave	(2, 5) 
6 St & 7 Ave	(1, 1) 
Pershing Square North	(20, 22) 
Clinton St & Joralemon St	(2, 2) 
W 33 St & 7 Ave	(11, 16) 
2 Ave & E 96 St	(2, 1) 
E 43 St & 5 Ave	(2, 4) 
Bayard St & Leonard St	(3, 2) 
Hudson St & Reade St	(5, 6) 
Market St & Cherry St	(1, 1) 
Dean St & Hoyt St	(1, 2) 
47 Ave & 31 St	(1, 1) 
W 67 St & Broadway	(9, 7) 
E 74 St & 1 Ave	(6, 4) 
Metropolitan Ave & Meeker Ave	(4, 3) 
Degraw St & Hoyt St	(1, 1) 
6 Ave & Canal St	(11, 19) 
Eastern Pkwy & Washington Ave	(4, 1) 
Plaza St West & Flatbush Ave	(3, 2) 
W 87 St & Amsterdam Ave	(2, 3) 
India St & West St	(3, 3) 
E 78 St & 2 Ave	(7, 6) 
Franklin Ave & Myrtle Ave	(1, 2) 
W 88 St & West End Ave	(1, 2) 
Marcy Ave & Lafayette Ave	(1, 2) 
W 27 St & 7 Ave	(7, 7) 
W 15 St & 6 Ave	(10, 12) 
Franklin St & W Broadway	(9, 7) 
Van Brunt St & Van Dyke St	(2, 2) 
Greene Av & Myrtle Av	(0, 1) 
Grand Army Plaza & Central Park S	(12, 7) 
Central Ave & Starr Street	(0, 2) 
E 30 St & Park Ave S	(6, 10) 
Kent Ave & S 11 St	(6, 3) 
Humboldt St & Varet St	(1, 0) 
Lexington Ave & E 63 St	(5, 3) 
Driggs Ave & Lorimer St	(4, 4) 
Dock 72 Way & Market St	(2, 2) 
Adam Clayton Powell Blvd & W 123 St	(1, 1) 
Pacific St & Classon Ave	(1, 0) 
Carlton Ave & Flushing Ave	(2, 1) 
Hicks St & Montague St	(3, 2) 
Washington Ave & Greene Ave	(6, 3) 
W 38 St & 8 Ave	(7, 14) 
Douglass St & 4 Ave	(2, 0) 
S 3 St & Bedford Ave	(7, 4) 
W 84 St & Columbus Ave	(3, 2) 
Underhill Ave & Pacific St	(44, 43) 
Pioneer St & Richards St	(0, 1) 
East End Ave & E 86 St	(2, 1) 
Frederick Douglass Blvd & W 129 St	(1, 0) 
Cooper Square & Astor Pl	(13, 15) 
Clinton St & Grand St	(5, 10) 
Atlantic Ave & Fort Greene Pl	(4, 6) 
E 20 St & FDR Drive	(18, 15) 
Lincoln Pl & Classon Ave	(0, 1) 
Lafayette Ave & Classon Ave	(1, 1) 
7 Ave & Park Pl	(10, 12) 
1 Ave & E 78 St	(188, 193) 
E 41 St & Madison Ave	(3, 2) 
Huron St & Franklin St	(6, 6) 
E 20 St & Park Ave	(20, 15) 
W 42 St & Dyer Ave	(8, 4) 
Lafayette Ave & St James Pl	(1, 4) 
E 65 St & 2 Ave	(4, 6) 
Duffield St & Willoughby St	(7, 7) 
E 81 St & 3 Ave	(3, 2) 
Maiden Ln & Pearl St	(8, 5) 
John St & William St	(6, 9) 
10 St & 7 Ave	(4, 2) 
Murray St & West St	(176, 185) 
9 Ave & W 28 St	(10, 6) 
E 118 St & Park Ave	(0, 1) 
9 Ave & W 45 St	(6, 8) 
W 43 St & 10 Ave	(169, 188) 
Cliff St & Fulton St	(11, 7) 
E 2 St & Avenue C	(151, 123) 
Pleasant Ave & E 116 St	(0, 3) 
Frost St & Meeker Ave	(0, 2) 
Kosciuszko St & Tompkins Ave	(3, 0) 
Centre St & Chambers St	(21, 24) 
Union Ave & Jackson St	(3, 1) 
Stagg St & Union Ave	(3, 0) 
1 Ave & E 62 St	(12, 10) 
Myrtle Ave & St Edwards St	(2, 2) 
44 Dr & Jackson Ave	(3, 2) 
Eckford St & Engert Ave	(2, 3) 
Berkeley Pl & 6 Ave	(3, 1) 
E 12 St & 3 Ave	(13, 11) 
Degraw St & Smith St	(3, 2) 
Pier 40 - Hudson River Park	(36, 26) 
Lafayette St & E 8 St	(16, 9) 
Forsyth St & Broome St	(14, 14) 
Nassau Ave & Newell St	(5, 6) 
Cherry St	(5, 8) 
Mercer St & Bleecker St	(8, 10) 
5 Ave & E 63 St	(3, 2) 
E 39 St & 3 Ave	(11, 11) 
Park Pl & Franklin Ave	(2, 0) 
W 20 St & 8 Ave	(12, 5) 
Murray St & Greenwich St	(11, 11) 
W 16 St & The High Line	(7, 23) 
Suffolk St & Stanton St	(164, 154) 
Kosciuszko St & Nostrand Ave	(4, 2) 
E 97 St & Madison Ave	(1, 1) 
14 St & 5 Ave	(0, 1) 
Columbia St & W 9 St	(0, 1) 
E 2 St & 2 Ave	(14, 9) 
Clinton Ave & Flushing Ave	(5, 1) 
27 St & Hunter St	(1, 0) 
Johnson St & Gold St	(2, 4) 
W 35 St & Dyer Ave	(2, 4) 
Little West St & 1 Pl	(30, 32) 
Pershing Square South	(5, 2) 
Schermerhorn St & Bond St	(3, 2) 
Madison Ave & E 99 St	(2, 0) 
Willoughby Ave & Walworth St	(1, 4) 
Greenwich St & W Houston St	(11, 11) 
E 25 St & 2 Ave	(11, 10) 
3 Ave & E 62 St	(6, 5) 
Liberty St & Broadway	(15, 11) 
Central Park West & W 102 St	(1, 0) 
E 11 St & Avenue B	(12, 9) 
South St & Gouverneur Ln	(21, 21) 
Columbia St & Degraw St	(2, 3) 
W 92 St & Broadway	(0, 2) 
W 13 St & 7 Ave	(11, 9) 
Avenue D & E 12 St	(2, 2) 
E 23 St & 1 Ave	(196, 194) 
W 25 St & 6 Ave	(7, 5) 
48 Ave & 30 Pl	(0, 2) 
E 11 St & 1 Ave	(208, 214) 
W 4 St & 7 Ave S	(19, 9) 
FDR Drive & E 35 St	(13, 14) 
Butler St & Court St	(1, 5) 
E 10 St & Avenue A	(16, 12) 
Avenue D & E 8 St	(6, 4) 
Central Park W & W 96 St	(4, 4) 
Adelphi St & Myrtle Ave	(2, 2) 
1 Pl & Clinton St	(1, 1) 
Graham Ave & Conselyea St	(4, 0) 
Fulton St & Grand Ave	(1, 1) 
E 59 St & Madison Ave	(102, 102) 
Fulton St & Utica Ave	(0, 3) 
E 33 St & 5 Ave	(14, 14) 
W 37 St & 10 Ave	(10, 3) 
Madison St & Montgomery St	(3, 1) 
Grand St & Havemeyer St	(2, 9) 
Willoughby Ave & Hall St	(3, 0) 
Grand Ave & Bergen St	(1, 3) 
Dean St & 4 Ave	(4, 5) 
E 9 St & Avenue C	(9, 5) 
Amsterdam Ave & W 66 St	(3, 1) 
6 Ave & 12 St	(0, 3) 
Christopher St & Greenwich St	(32, 27) 
1 Ave & E 30 St	(5, 11) 
Broadway & W 25 St	(12, 11) 
W 11 St & 6 Ave	(4, 6) 
46 Ave & 5 St	(12, 13) 
44 Dr & 21 St	(1, 0) 
Carmine St & 6 Ave	(24, 24) 
Astoria Park S & Shore Blvd	(1, 0) 
DeKalb Ave & Hudson Ave	(7, 3) 
Broadway & W 53 St	(9, 4) 
Harrison St & Hudson St	(7, 3) 
2 Ave & E 104 St	(1, 0) 
Metropolitan Ave & Bedford Ave	(5, 8) 
Verona Pl & Fulton St	(0, 1) 
Pike St & E Broadway	(6, 7) 
W 22 St & 8 Ave	(10, 8) 
W 44 St & 5 Ave	(11, 5) 
E 58 St &  1 Ave (NW Corner)	(7, 3) 
Kent Ave & N 7 St	(8, 14) 
E 5 St & Avenue C	(11, 12) 
Scholes St & Manhattan Ave	(4, 5) 
Bergen St & Vanderbilt Ave	(5, 2) 
W 70 St & Amsterdam Ave	(9, 7) 
Wyckoff St & 3 Ave	(1, 3) 
Marcus Garvey Blvd & Macon St	(0, 1) 
Watts St & Greenwich St	(19, 12) 
3 St & 3 Ave	(2, 2) 
3 Ave & E 95 St	(1, 2) 
Columbus Ave & W 72 St	(4, 4) 
Barclay St & Church St	(15, 11) 
E 123 St & Lexington Ave	(1, 0) 
DeKalb Ave & Franklin Ave	(1, 0) 
State St & Smith St	(4, 1) 
12 Ave & W 40 St	(29, 23) 
Prospect Pl & 6 Ave	(2, 1) 
N 12 St & Bedford Ave	(1, 4) 
Powers St & Olive St	(1, 2) 
Madison Ave & E 120 St	(0, 2) 
Railroad Ave & Kay Ave	(1, 1) 
Lafayette Ave & Fort Greene Pl	(6, 2) 
W 46 St & 11 Ave	(14, 6) 
Pierrepont St & Monroe Pl	(2, 0) 
Concord St & Bridge St	(1, 2) 
3 St & Hoyt St	(1, 3) 
Leonard St & Nassau Ave	(5, 3) 
5 Ave & E 103 St	(1, 0) 
Smith St & 9 St	(1, 3) 
W 90 St & Amsterdam Ave	(3, 1) 
W 64 St & Thelonious Monk Circle	(109, 122) 
Henry St & Atlantic Ave	(0, 3) 
Rivington St & Ridge St	(13, 4) 
W 15 St & 7 Ave	(8, 6) 
E 17 St & Broadway	(35, 26) 
3 Ave & Schermerhorn St	(4, 3) 
Allen St & Stanton St	(13, 15) 
W 18 St & 6 Ave	(8, 14) 
Vernon Blvd & 50 Ave	(106, 110) 
Pearl St & Hanover Square	(5, 11) 
Central Park West & W 85 St	(1, 0) 
W 74 St & Columbus Ave	(4, 4) 
34 Ave & 38 St	(1, 0) 
Driggs Ave & N Henry St	(2, 3) 
14 St & 7 Ave	(1, 0) 
Centre St & Worth St	(4, 5) 
1 Ave & E 94 St	(3, 3) 
Canal St & Rutgers St	(18, 15) 
Avenue D & E 3 St	(5, 8) 
E 55 St & Lexington Ave	(5, 5) 
Allen St & Hester St	(15, 10) 
MacDougal St & Prince St	(12, 8) 
3 Ave & 14 St	(1, 0) 
West Drive & Prospect Park West	(6, 3) 
Nostrand Ave & Myrtle Ave	(1, 2) 
S 5 Pl & S 5 St	(12, 10) 
E 60 St & York Ave	(1, 2) 
E 20 St & 2 Ave	(8, 10) 
7 St & 5 Ave	(3, 2) 
E 53 St & 3 Ave	(7, 2) 
Union Ave & Wallabout St	(1, 0) 
Central Park West & W 76 St	(3, 0) 
Mott St & Prince St	(12, 13) 
E 58 St & 3 Ave	(8, 8) 
Park Ave & E 124 St	(4, 4) 
St Marks Pl & 2 Ave	(5, 12) 
E 91 St & Park Ave	(2, 3) 
E 81 St & 2 Ave	(4, 8) 
3 Ave & E 71 St	(0, 1) 
Madison St & Clinton St	(9, 5) 
E 68 St & Madison Ave	(0, 3) 
Atlantic Ave & Furman St	(2, 1) 
Old Fulton St	(2, 7) 
Broadway & Battery Pl	(11, 31) 
1 Ave & E 110 St	(0, 1) 
W 13 St & 5 Ave	(7, 7) 
West End Ave & W 94 St	(2, 5) 
W 54 St & 9 Ave	(5, 3) 
W 76 St & Columbus Ave	(7, 3) 
Front St & Gold St	(0, 1) 
Underhill Ave & Lincoln Pl	(1, 2) 
E 10 St & 5 Ave	(11, 11) 
E 85 St & York Ave	(1, 2) 
E 77 St & 3 Ave	(6, 12) 
Riverside Blvd & W 67 St	(6, 10) 
Carroll St & Bond St	(2, 1) 
E 75 St & 3 Ave	(3, 7) 
5 Ave & E 88 St	(2, 4) 
E 91 St & 2 Ave	(7, 8) 
Bergen St & Flatbush Ave	(7, 4) 
E 33 St & 1 Ave	(13, 11) 
E 88 St & 1 Ave	(2, 6) 
Congress St & Clinton St	(1, 2) 
Amsterdam Ave & W 82 St	(2, 7) 
W 49 St & 8 Ave	(12, 3) 
E 106 St & 1 Ave	(0, 1) 
Waterbury St & Stagg St	(1, 0) 
W 100 St & Manhattan Ave	(3, 2) 
Graham Ave & Herbert St	(0, 1) 
Pitt St & Stanton St	(3, 2) 
DeKalb Ave & Vanderbilt Ave	(3, 1) 
Franklin Ave & St Marks Ave	(1, 1) 
Broadway & E 14 St	(29, 21) 
Broadway & W 60 St	(27, 16) 
11 Ave & W 41 St	(7, 10) 
E 16 St & 5 Ave	(16, 8) 
Greenwich Ave & Charles St	(16, 6) 
Broadway & W 29 St	(16, 8) 
E 11 St & 2 Ave	(5, 8) 
W 16 St & 8 Ave	(6, 18) 
Baltic St & 5 Ave	(2, 1) 
W 106 St & Central Park West	(1, 1) 
21 St & 36 Ave	(1, 0) 
N 11 St & Kent Ave	(3, 1) 
8 Ave & W 31 St	(24, 30) 
Franklin Ave & Empire Blvd	(0, 2) 
Lawrence St & Willoughby St	(2, 5) 
E 48 St & 3 Ave	(6, 3) 
E 76 St & Park Ave	(3, 1) 
W 56 St & 10 Ave	(9, 8) 
Cambridge Pl & Gates Ave	(2, 1) 
Driggs Ave & N 9 St	(2, 2) 
Lefferts Pl & Franklin Ave	(0, 2) 
E 4 St & 2 Ave	(11, 13) 
Sullivan St & Washington Sq	(7, 5) 
Lexington Ave & E 29 St	(8, 14) 
Richardson St & N Henry St	(2, 1) 
Leonard St & Maujer St	(1, 0) 
William St & Pine St	(7, 7) 
Court St & State St	(2, 3) 
Washington St & Gansevoort St	(27, 28) 
24 St & 41 Ave	(1, 2) 
Vesey Pl & River Terrace	(284, 290) 
Coffey St & Conover St	(0, 1) 
LaGuardia Pl & W 3 St	(9, 10) 
Monroe St & Tompkins Ave	(2, 1) 
E 51 St & 1 Ave	(5, 8) 
Bergen St & Smith St	(4, 4) 
Adam Clayton Powell Blvd & W 126 St	(1, 0) 
Great Jones St	(21, 28) 
5 St & 51 Ave	(0, 2) 
Center Blvd & 51 Ave	(5, 8) 
Montgomery St & Franklin Ave	(1, 1) 
Carroll St & Columbia St	(0, 4) 
Dean St & Franklin Ave	(0, 1) 
Kingston Ave & Herkimer St	(2, 1) 
